Sentence,Fear,Split
the second one involved removing my lymnoids in my left arm.,1,0
I'm nervous because I'm going back to school in the fall and I hope it doesn't affect my studies!,1,0
These uncertain situations are terrifying and exhausting.,1,0
Many chemos are cancer specific and some can actually accelerate the growth of other cancers.,1,0
"My husband was diaognoised in June of this year, after three months of being told by several doctors, ER that he had Pneunomia.",1,0
We have been on a emotional roller coaster since diagnosis.,1,0
"When you wrote to us that Rafeal was on hospice care, I thought NO it cannot be!",1,0
"Not so much about the procedure, of course, but what my oncologist is going to say about what they found...",1,0
You have been through hell and a huge shock.,1,0
Yes some people's immune systems are really affected by the chemo.,1,0
He is experiencing severe headaches as well.,1,0
"No, I just get sweaty and then cold.",1,0
Does any body have any experience of using this chemo?,1,0
My mom was diagnosed with Stage IV NSCLC 2 wks ago.,1,0
..and I have just lost my eyebrows too.,1,0
"I had a lumpectomy, so, never looked into anything like this.",1,0
"If cancer, won't it get bigger in 2 months?",1,0
I am 27 and they are fairly certain it Small cell carcinoma but the biopsy is still being evaluated.,1,0
That is what I had to do because He can handle this and I can't.,1,0
Then 5 years ago she was diagnosed with lung cancer.,1,0
Just finished second round of 6 day Chemo treatments along w/ radiation and only have 10 remaining radiation treatments according to the radiologist...... Another CT to determine what success they had shrinking it... now what is my question.,1,0
"Hello, my mother in law has stage IV lung cancer that has metastasized to her brain, spine, and liver.",1,0
"BETWEEN THE TWO CANCERS, I AM SO CONFUSED AND FEEL SO ALONE.",1,0
I have never gone though this but just wanted to say I am thinking of you..,1,0
How is your mom doing?,1,0
"We've done CT scans, ultrasounds on my legs, and PET scan (all to rule out blood clots or anything); tests have been good, but doctors still don't know what's causing this terribly painful swelling.",1,0
I wonder if being fatigued is side effect of SBRT.,1,0
why you hear and hear more cases of cancer......... what is happening???........,1,0
On Nov. 22 we learned that my husband's sister has AML Leukemia.,1,0
I pray that there can be another line of tx for Mom that will be easier on her.,1,0
Failed within 12 hours of activating.,1,0
I think my rads oncologist suggested benadryl lotion when I broke out in a rash from the radiation.,1,0
"The radiologist report said ""Assumed scar tissue visible"".",1,0
Tests confirmed I had LCIS in left breast.,1,0
I cam very scared and he is very positive.,1,0
My left breast is either tender or numb.,1,0
Had excrutiating pain in back & down left leg.,1,0
"It took unrelentling pain in August to get a bone scan to show stage IV in bones, liver and lungs.Cancer has its tricks - a positive attitude does not always succeed.",1,0
"The same Dr. had recommended a lumpectomy and radiation, but they truly don't know until they remove the tumor and test the lymph nodes.",1,0
I did have terrible terrible pain after my lumpectomy.,1,0
"Left base clear, Right based cancerous.",1,0
Plus I just got a phone call about an hour ago telling me his sister died today of brain cancer.,1,0
Surgury to remove 2-3 inches of cancerious tissue.,1,0
Without having to deal with these annoying side effects.,1,0
Doctor came and said they were admitting me as I had a severe urinary tract infection ans an equally serious blood infection.,1,0
"My dad hasn't lost his hair and although he's weak, he stands and transfer to a chair on his own.",1,0
"Radiation is actually a lot more invasive than surgery.......the tissue becomes radiated, and for the most part surgery cannot be done afterward.........also, there are major side effects after, usually about two years later.In my opinion, this <PERSON> is a prime candidate for active surveillance......his cancer has a very good chance of being indolent, not likely to spread.<PERSON>",1,0
"WHile I'm going through the (physical) pain, anger, anxiety et.",1,0
I do NOT want to end up being smaller than what I currently am--full C.  I explained this to the nurse asst.,1,0
GOD please..... Do NOT take my mother away.,1,0
I am only removing my left breast to prevent future occurances.,1,0
"I've lost my breast, my hair and my tan to cancer...",1,0
"I just feel so sick, tired and defeated.",1,0
"We got the results today.....Lindas cancer is back....they found it in her liver,hip area and in the vertebrae in the back of her neck.... we ate both just lost right now!",1,0
"Frankly, I'm more afraid of not taking it than taking it.",1,0
I am interested in any information anyone may have who had malignant pleural effusion which is fluid in the chest cavity caused by a tumor in the lung.,1,0
I know what kind of pain you are having and I am so sorry.,1,0
If the current tumor doesn't get me the brain swelling from the necrosis just might.,1,0
My head just was spinning at first with so many thoughts and questions.,1,0
"So, now, it seems that letting my guard down or believing that I will live cancer-free is somehow setting myself up for disappointment.",1,0
"This March, her BC returned and she had to have a mastectomy.",1,0
Even had numbness on the back of my left shoulder.,1,0
He too has lost a LOT of weight.,1,0
I had stage IV lung cancer with fluid between lung and chest wall.,1,0
"Anyway, has anyone ever heard of cancer in such a late stage going into remission or even being cured?",1,0
This has caused a terrible ear infection among other things.,1,0
"I wasn't thrilled with the prospects of taking a drug for 5 years and worried about the side effects, too.",1,0
"Let us know as soon as possible,yes we are worrying along with you.",1,0
Both of them were in very poor health when with emphyzma among other health issues and this was about 6 years ago.,1,0
"However, the surgeon I met with  yesterday said he may be able to remove the whole lung but wants to wait and see how the chemo and radiation shrinks the tumor.",1,0
"After 6 agonizing weeks of tests and further investigations, she started her treatment with Tarceva on 1 Nov.",1,0
I had been on Arimidex for almost 18 months when the cancer returned in my bones.,1,0
"The big problem with a biopsy in my mind is that although a biopsy can ""prove"" the presence of cancer, it cannot ""prove"" the patient is cancer-free.",1,0
What's the worst and best case scenario?,1,0
"CT scans showed good results with 2 original tumors, but there appears to be a met to the spine.",1,0
"Talked to the doctor about the pain, MO thinks it is the tumors growing without chemo.",1,0
We see the Oncologist on Tues. because I'm afraid of Mets to the Brain.,1,0
Are there any non-invasive radiology and chemo alternatives to removing left upper lobe (largest lobe!)?,1,0
Is this something I should be overly concerned with?,1,0
As I understand it if margins aren't clear they get you back in for additional surgery.,1,0
I know how you feel (thinking the worst).,1,0
i honestly feel this hospital is slowly killing my mother more than the cancer.,1,0
As caregivers we need to find an inner serenity in order to do the carin that we choose to do.,1,0
My husband' s lab report on type of cancer (thought to be squamous cell ) turned out to be K-Ras.,1,0
I didn't want to be seen as a cancer patient there.,1,0
“The real indicator of cancer is the biopsy and DRE?”Not the Gleason Score?,1,0
"As previously posted I have been diagnosed with non-small cell lung cancer bronchoalveolar StageIV both lungs and mets to bone, neck, rib & shoulder.",1,0
"- Due to this pain, I push my family, GI and Urology doctors hard with all different kind of lab tests, <PERSON>.",1,0
Without a true diagnosis all I could think of is the worst case scenario.,1,0
you are right time is not your friend with sclc limited you need treatment now.his was started in 9 days at va hospital.no time to think about it just do it is what he was told.he is still here with 3 clean  pt scans since treatments.his onogolist says she won't use the words cured or remission on this type cancer and is testing every 3 months.but we do say cured HEALED BY GOD !!!,1,0
i have invasive ductal carcinoma in both breast.,1,0
Thanks <PERSON> I know she wants to keep fighting and i scarred of wasting time with chemo for it not to help..or maybe it will.,1,0
His doctors told him to do aggressive radiation and chemo.,1,0
His oncologist said they still don't know what type of cancer my husband has and his cancer spread out already and in stage 4.,1,0
Saw my gyn after lab work and pelvic ultrasound.,1,0
I ask if anyone knows how long these pains last????,1,0
My mother was dx with <PERSON> last week.,1,0
"Thanks, Will for posting your status.",1,0
oncologist advised that becauce it is resistant to hormontherapy lupron should be discontinued.but the urologist says that he should take lupron.so I really need some information about this.and also I need to know the price of casodex.,1,0
Silly question is she taking the anti nausea meds daily and if so maybe there not working and they could switch it up?,1,0
At first the thought it muscle but after scans found canceer spread to spine.,1,0
Those were the words my oncon used but that was my individual case.,1,0
"no you didnt scare me, the unknown is what is scaring me, thanks for the info , god bless",1,0
"When I found out I needed a port, I was terrified!",1,0
"I really dont want this big surgery, I feel like using cyberknife or gammaknife along with radition/chemo would probably do the job.",1,0
Will find out my treatment plan and am scared to death.,1,0
my hair totaly gone is driving me batty not pain just the itch,1,0
"I am very tired and weak and, yes, dehydrated.",1,0
"One more question:  if I do have to do chemo again, is the second time easier?",1,0
well the goog news is shes done good on the chemo and has one more left but the bad news is she was admitted to the hospital yesterday with a possible blocked artery in her left leg.she has no feeling from the knee down and it is ice cold and changing color so now im scared shes going to end up losing the leg or at least some of the use of it and i dont know how shell handle it if that happens.such a little woman with so much courage who hasnt complained once from all the pokes and prods and yet she keeps having things like this happen,1,0
My mother and mother-in-law both had breast cancer 20 years ago.,1,0
My surgeon who did my port today said I'll be on chemo with little side effects.,1,0
I just had mine dne 6 weeks ago and just like you girls mine turned black and I freaked out!,1,0
"Thank you, it is so devistating....so much hope with remission, even with knowing how nasty SCLC is....and here we are...so quickly.",1,0
Even though it looks and feels scary....dig in there (the situtation) and find the gift.,1,0
I can't imagine how tough it must be to have your brother on a different continent  Take care and God bless.,1,0
I can't even imagine wearing  a bra at this point.,1,0
The incision on her left breast was infected.,1,0
I ended up having to get up several times a night and either walk around the house or sit in a chair for a while before going back to bed and laying on my right side again.,1,0
I dont want to scare you but dont think all doctors give you the correct advice.,1,0
It has spread to her stomach and the tip of her lungs.,1,0
This site also helped me a few months later when I had a lung mass and subsequent lobectomy.,1,0
cause you will find encouragement and uplifting words from your sisters here~ It's okay to party~ just not for a long time.,1,0
"I got home from the hospital this past Monday, Sep. 4, after exploratory surgery and a diagnosis of Stage IV lung cancer.",1,0
At home they could get him to barely respond with his name and where he was and what day and year it was.,1,0
Pancoast is what I fear is causing my shoulder pain.,1,0
Went for the results of the most recent ct. A portion of the tumor has started to grow.,1,0
"Had mastectomy,hysterectomy and all lymph nodes removed on 6/6/06.",1,0
"For me, the ultrasound hurt more than the mammogram because they really have to push on your breast to get a clear pic.",1,0
I finished chemo the end of january and my eyebrows and lashes fell out again in June.,1,0
My prayers are going out to both of you today.,1,0
I am having trouble with my left side.,1,0
"depending on where the symptoms are, be on the look out for SHINGLES.",1,0
Just liquids for 5 months but he has horrible marble size mouth sores.,1,0
I hated leaving my dad by himself at the hospital.,1,0
I am worried about going back to work though.,1,0
"When one hurts, the other feels it also.",1,0
My white count is very low and I have no energy.,1,0
"Also my dad recently lost his voice has 4 lymphnodes pressing on left vocal cord, did the rad.",1,0
"I never really felt bad sick, just tirder than I would have like to some days.",1,0
"It is a more active site for lung cancer, and very likely also small cell lung cancer.",1,0
I find a lot of support from this web site during this very difficult time.,1,0
I feel i will be like you always wondering when it will come back...,1,0
I started wearing an underwire bra pretty quickly after I was finished with no problem.,1,0
I just can't imagine what this guy will have to endure.,1,0
"I wasn't sleeping, awake every hour and miserable during the day.",1,0
"My fatigue hit about half-way, but was manageable....just a 30 minute to 1 hr.",1,0
My eyebrows and hair grew back fairly quickly post chemo.,1,0
I still have one enlarged node which they say is scar tissue.,1,0
Makes us wonder everytime we get an ache or pain.,1,0
I do take a pain pill before bed then just Advil during the day.It hurts to cough and am dreading the first sneeze.Ha!,1,0
He does have a necrotic mass on his left adrenal gland and I am worried that it is getting bigger.,1,0
I look forward to more such news and wish you a smooth and speedy recovery.,1,0
"It was a real surgery, and now I have this thing in my throat, chest.",1,0
"The hair coming out is the worst part, I think.",1,0
"Not sure what happens if they radiate it what will happen, but if it has spread then I would say not good.<PERSON>",1,0
"Just got results of ct scan last week, 2 upper left lobe nodules, 1 lower left and 2 right middle lobe nodules.",1,0
My husband also had the malignant pleural effusion.,1,0
"So far, so good, until I noticed a smaller than eraser sized raised red area on my left incision line yesterday (the side w/ the breast cancer).",1,0
I worry about weight gain and hot flashes too.,1,0
Does the humidity bother anyone now after surgery that didn't have a problem before?,1,0
His cancer had also spread to the surface of his aorta and pleural cavity at the time of diagnosis.,1,0
"as it will come in handy, should you hit any bumps during your treatment or journey!",1,0
I also have emphysema (moderate) and am really concerned about part of my lung being removed.,1,0
"Now that they followed up with a new scan, the tumor has grown too much for the surgery.",1,0
I will pray for rest ( for both of you) and restoration!,1,0
"Also on the Inspire site the stages are broken down into 1,2,3,4 and small cell lung cancer.",1,0
I am so anxious and really feel like I need to start treatment of some kind NOW!,1,0
"I'm not sure whether to report this as spam or not, because you seem to be helpful, but you also seem to be anxious to pull in visitors to your website.",1,0
"I've had an attitude adjustment in the past 2 days, and yes I will pray myself thru the next 4.",1,0
"Zero mets, tumor was @ the size of a quarter hiding behind a rib.",1,0
"The biopsy showed its origin was my lungs, but there were no lung tumors to be found.",1,0
I have read some real horror stories about parties who have had Rad on Rad  and I know that is a path I do not wish to follow.There are many new drugs to consider and I am hopeful that the on / off program will be able to be repeated a few times and in the meantime some of the drugs in testing may offer more targeted treatments.In addition to the normal bloods taken every 60 days I have had the paraffin slides of my prostate analysed and the  tumour DNA mapped (a process undertaken at Washington state) which provides updates on its interaction with new drugs being used / trialled along with existing drugs.,1,0
Good luck I know in urgent situations medicare paperwork can be rushed .If you dont get anywhere call the dept.,1,0
There is absolutely no way I could have worked while receiving taxotere.,1,0
There were good results in the phase three trials in use of it for MDS.,1,0
Is lymphedema common with the removal of lymph nodes?,1,0
He is having a hard time and the doctors are having trouble finding out exactly what is causing the pain and eliminating the pain.,1,0
"Had the same done in February, scary, but I am ok too.",1,0
"Just really needed to get it off my chest, feel so alone and scared.",1,0
The steroids that accompany the chemo may be causing the paranoia now that I think of it.,1,0
"I am not on the A's Jenny, but, want to wish you good luck in getting some help with your side effects.",1,0
You are wise in taking it slow and of course not bending over.,1,0
I am anxious about the doctors being unable to see progress during chemotherapy.,1,0
I think it would be best to get your Mom to a doctor.,1,0
"Makes you wonder lately, if one has breast cancer then maybe all female organs need to be removed.",1,0
"I really loved it there, just hated driving right through downtown during rush hour each day.",1,0
By the time I realized my blood pressure was still up a couple of days had gone by.,1,0
"You have had a rough ride to travel Carol, very rough.",1,0
We lost my mother-in-law a year ago from the same non small cell.,1,0
I'm scared that he will not be able to handle the chemo because of his age and having TYPE 2 DIABETES.,1,0
My plastic surgeon left it up to me.,1,0
"As I mentioned before, this website is incredible.",1,0
The only reason we found out she had cancer was because it had metastasized to her brain.,1,0
"Hi, I'm new to the group and I'm looking for information on Latissimus dorsi flap reconstruction.",1,0
I have noticed that my left ankle swells.,1,0
"When it was worse, after the second chemo, is when I searched out a second opinion and started my own research.",1,0
"
Tomorrow I am having my ovaries and tubes removed laparoscopically.",1,0
"Im scared for him, and I hate to sound selfish but Im scared for me too.",1,0
He is petrified of fireworks and we always seem to have an abundance of that in our neighborhood.,1,0
So many caregivers get ill while caring for someone.,1,0
"i to am going for surgery in 3 weeks, it was scary reading that post, hopefully he is doing better.",1,0
"You are correct your diet has attributed to your ability to remain stable despite your diagnosis.Thank you,April",1,0
He would have the worst time of it right after the treatment when he got in the car to ride home.,1,0
"The cells left were in-situ cells, but it still worried me.",1,0
"I am now age 62, but have been fighting this fight since age 50.",1,0
It was red and swollen.,1,0
"the info i read was grim and the doctors have been very nice, but i never got the impression that this was something that could be beat.",1,0
"I will pray for you and your children, that you will find peace in all of this.She was a great fighter.My dad has Stage IV NSCLC.I worry every day.",1,0
"But I no longer drink soymilk daily and I avoid ""health bars"" with soy supplements.",1,0
They did a biopsy last Friday and that's when they gave the preliminary results of stage 3B non small cell lung cancer.,1,0
And I wanted to see a breast surgeon asap.,1,0
Please visit the Inspire web site for lung cancer.,1,0
I am 2 years post treatment and did not have another PET until 3 months ago when my CT showed 3 areas of concern.,1,0
You don't play around with this very dangerous cancer.,1,0
Will this air pocket go to my brain?,1,0
"We met with the urologist to tell us I had cancer and if he was in my shoes, he would choose radiation.",1,0
"Hi <PERSON>, We met with her doctors on Monday and they sent her for an ultrasound after she completed chemo.They are checing for blood clots.",1,0
"Saw the plastic surgeon and the main surgeon today, my surgery is scheduled for February 11th, radical mastectomy on the left, simple mastectomy on the right, both ovaries, immediate reconstruction (7 hours)yikes.",1,0
This January (23 months from his last bout) he was diagnosed with a malignant pleural effusion - Stage IIB nsclc.,1,0
The doctor said is was malignant but did not say whether it was metastatic.,1,0
Women have left the boards in fear and missed out on support.,1,0
"of what your feeling, it struck our family 1/3/11 Mom stage 4 NSCLC (Adenocarcinoma) Lung, Brain, spine & Hips.",1,0
I think it stands for Triple Negative Breast Cancer.,1,0
I thought they did it while you totally awake???,1,0
Guess I am more scared cause this has been very speedy.,1,0
She broke her rib months before so I am wondering if the cancer moved to her bones.,1,0
Tumors have shrunk or been stable now for more than two years.,1,0
Thanks for making the road a little easier.,1,0
I was just hoping see if anyone had any sage wisdom to help me not walk in fear.,1,0
Has anyone ever requested their loved one be moved to another facility.,1,0
His breathing sounds like ice in a blender on high with every inhale/exhale.,1,0
I will have my #7 Taxol treatment tomorrow.,1,0
"I'm at a loss as to where to seek help for my son, who has been surviving lung cancer for over a year.",1,0
"Definitely not ""you have cancer"" bald...I did that with the taxol.",1,0
"And, they kill any stray cancer cells that are left behind.",1,0
I was 52 at the time and the cancer was very aggresive.,1,0
With all this snow and then rain we may have flooding.,1,0
These drug companies charge obscene amounts of money for these drugs.,1,0
I'm just hoping that I can get rid of it before I start having the sensitivity others have mentioned.,1,0
How do you tell acquaintances that you have cancer or that it has returned?,1,0
"  I will be have my 6 month post surgery  check up  wed     psa   after surgery was undetectable ,        maybe  I will get  zeros  again ,  I have been doing  ok  ,  no pads  , had nerve sparing surgery ,  and  I guess  it could be worse ,  I had a hard time with   Drug companies ,  filling prescriptions ,       just wanted to check in  I guess I am a little anxious  about  p.s.a   result",1,0
Chemo doesn't get in there too well because of the loss of blood flow.,1,0
Recently scan showed clusters of tumors on left middle lung.,1,0
It's been 5 months since chemo ended for me seeing the blue recliner still gives me butterflies in my stomach.,1,0
I think shock is a big part of our panic and it takes a while to incorporate our diagnosis into our minds and begin to deal with it.,1,0
You will fill much better once you get your count back up.,1,0
"of chemo the PET scan showed three hot spots and one was on his rib, neck and lower back muscle.",1,0
All we have around here is a bunch of them all over the place for ladies and breast cancer.,1,0
"I've been on iressa now since 2004, so I'm concerned about stopping the drug as it has worked well for me.",1,0
"i just need to bleieve it won't be too bad, and then maybe it won't be.",1,0
The last CT scan showed another 9mm spot next to where they removed the first one and also 2 lymph nodes enlarged now.,1,0
"my barbara got dx sclc july 07, upped to ed nov 07 and still smokes just shy of a pack a day.Im speachless, as shes young(43) and we have two small kids...but like you said, i dont need to be fighting with her about this",1,0
My PSA was 5.5 in 1996 and has been jumping up as high as 11.5 a few years ago but then back down to a low of 6.0  The 1st two biopsies came back negative and the last on in March showed 1 core positive (40%)and 11 cores negative.,1,0
This cancer spread to the brain which then took her life.,1,0
I have stage 3 and they also want to remove my left lung.,1,0
a meeting between 4 other doctors was also done cause my dr (radiation oncologist) wasnt convinced it looked like your typical lung cancer.,1,0
Please have follow ups with your breast surgeon and continue to have annual mamograms.,1,0
"Who knows, but I was taken off of it after the blood clots were diagnosed.",1,0
Why dr gave you 2-4 mo for your wife.,1,0
They wanted to admit me based on the EKG something was wrong with my heart and my oxegen level was below normal.,1,0
<PERSON> hasn't eaten in a few days and being a diabetic is not good.,1,0
"Bunny1,I have gotton a second opinion and that is for surgery since I am not a good candidate for radiation.",1,0
"If you have any ""gut"" feelings regarding the pain you've experienced, I'd  ask for an MRI, or something conclusive.",1,0
I was having radiaiton to the lung which burns the esophogus.,1,0
I also wish there were better news for <PERSON>.,1,0
I was diagnosed in May 04 with Malignant Pleural effusion...stage IIIb.,1,0
"I am trying to stir up interest in the art of cancer survivors/victims, so KEEP UP your creativity.",1,0
The thing that freaked me out the most was thinking about where that part of my body went after it was removed.,1,0
sounds like a good mix to me!,1,0
"And most of my ""friends"" vanished soon after I was diagnosed.",1,0
"No one knows that ""how long do I have"" answer and what a disservice to make those God-like predictions.",1,0
"But (and it's a big but), knowing what I know now--I would not rest until a biopsy was done.",1,0
September 11 my husband had a PET that showed little to no change.,1,0
My husband and I have both noticed that I am showing signs of chemo brain.,1,0
It's much slower than any other site I go to Deb.,1,0
My mother was diagnosed with small cell lung cancer.,1,0
"Oh, <PERSON>, it's not easy recovering from major surgery.",1,0
The surgeon thinks it is a genetic mutation but wont know for a couple more weeks.,1,0
My second chemo crashed my white blood cells and ended up in the hospital from a zero white cell count.,1,0
You get 1 and only 1 first time shot at beating this.,1,0
Then she had a lot of anxiety that kept her awake every hour for about 10 minutes.,1,0
I do know that resistence is gradually increasing and I am getting concerned.,1,0
The drs did what they could to raise them and they came right back down.,1,0
"Had port placed this morning,was scared but doing ok.",1,0
"I am off to breast clinic anyway this week so i will ask about my ""lumpy bit"", and <PERSON>, you are so right, choosing the word ""lump"" felt like i was asking for trouble..., this is all a huge learning curve, you think its all over when you finish chemo, but it isn't is it?, love to all <PERSON> x",1,0
"next day nurse called and he wanted cat sccan,breathing test echo car, bone  scan , brain scan, and finally pet scan.",1,0
"If I read you correctly the side effects last longer as the <PERSON> goes on - and for him too, after the 3rd dose the negative effects lasted longer than after the 2nd dose.... will it get worse progressively until he finishes the 6 rounds of <PERSON>?",1,0
"Pammalamadingdong...nope if <PERSON> is a problem, this would probably cause domestic strife, too.",1,0
I'm so worried and scared that something will come back.,1,0
"The only other problem I had was joint pain, terrible pain.",1,0
"Honestly,I had just knew from your story that ailment related to lung could become a lung cancer.",1,0
I haven't seen you post and worry about you dearly.,1,0
"DRE indicated that mine was normal sized, if not slightly below normal but rough spots could be felt.",1,0
I am still having extreme knee pains and foot pains.,1,0
"Without the WBR though, my mom was and would have remained in excruciating pain.",1,0
"the sides are tired, throat was sore, and rash.",1,0
"), so right now we're also on the edge of our seats hoping and praying that she would respond well to treatment.",1,0
"I had CT scan last week, then a biopsy yesterday, pulmonologist finally confirmed lung cancer today 12/03.",1,0
We have been told by both onc drs the only option was to try clinical trials...can't do that as she is too weak and side effects are unknown.,1,0
My husband has finished radiation and the light chemo.It's been two months.His chest still hurts and he's still very tired.Went to chemo Dr. today.He can't start the aggressive chemo until he's stronger.We go back to the Dr. on Oct.6th.He was diagnosed in April this yr.They will do a petscan in Oct.sometime.Have you had this problem or anyone else?He can't eat without his chest hurting.Still drinking ensure.,1,0
I know how painful mouth sores can be...,1,0
"My left side fans toward my face, my left lays down.",1,0
If I wasn't strong all the time I felt as if there was something wrong with me..like what right do I have to be angry and scared.,1,0
Just wondering if this is normal and if it will eventually go away.,1,0
"The risks in a long dwelling catheter can be infection, thrombosis (clots), and catheter breakage and migration.",1,0
I wish I could just go somewhere else and pretend to just not have this disease.,1,0
So there is a problem with this type of cancer reappearing?,1,0
All the treatments did were make her sick and weak.,1,0
PSTD is real and should not be left untreated.,1,0
Within 2 months I was in surgery for a left lung resection.,1,0
You may feel an inability to draw a deep breath.,1,0
Cancer cells are regular breast cells that have gone crazy.,1,0
"A have a lot of confidence in my urologist and believe he will do whatever needs to be done (although I do have my doubts about an MRI/biopsy, which might be a problem for my remaining kidney anyway if it involves contrast.<PERSON>",1,0
"some of those sups act like nsaids and cause blood to thin out among other things that could go on is what the doc told me, I’d just follow what the doctor says",1,0
It has spread to her lymphatic system and her heart.,1,0
I just had half of my left lung removed on jan18th.,1,0
Last week she had a biopsey of a lump in the other breast.,1,0
It would do more harm that good and what are they going to do?,1,0
Found out that the cancer was back and were in his lung and liver.,1,0
I'll be the one with the pink pompoms for cheering each of our sisters and their medical teams!,1,0
Are insurance companies paying for any prophylactic mastectomies?,1,0
"Not able to chime in on any of this, I have a nodule in my lung that I am awaiting biopsy results on.",1,0
I can also only use my left arm now.,1,0
I'm told the pain is different with each <PERSON> but I'm a whimp (no lie!!),1,0
The 8mm nodule was found during a neck CT scan so they did a full thorax CT scan.,1,0
"The doc said, on a scale of one to ten (most painful), recovering from neck surgery is about a two; whereas lower back surgery is a nine.",1,0
I'm so sick of being so positive and then having worse stuff happen to you.,1,0
My cancer has been progressing quite slowly since the treatment was stopped around November last year.,1,0
Hard to guess what is going on with no info.,1,0
I have an appointment for an MRI brain scan on monday and that scares me a bit.,1,0
"A friend's cat scan shows ""nodues""in his right lung upper lobe and the doctors aren't sssure if it is or is'nt cancer.",1,0
Cancer found on x-ray when checking for lupus (still don't know if she has lupus but doubtful).,1,0
"If he can't give u that, maybe he can give u something else.",1,0
"I am stage 1b, lymph nodes were negative.",1,0
"But it is very uncomfortable to feel your breast 5 pounds heavier, swollen, and with shooting pains.",1,0
chemo didn't work so now they want to try the pill .does any one have any info on this.,1,0
My mom had tingling and pain down left arm.,1,0
"<PERSON>, I have some fatigue and pink skin so far.",1,0
The tumor is also pushing on his vocal cords and his voice disappered almost instantly.,1,0
You just cannot think about cancer every second and work!,1,0
But I don't feel want to talk about this with them.,1,0
He is at present feeling depressed as he is constantly tired and feels very weak.,1,0
But with all the new meds she made it thru.,1,0
Is it possible that lymph node on my neck is left after any infection which happend before?,1,0
That's preety much the jift of it and my only problem is I can't stand seeing my wife suffer.,1,0
i was also diagnosed with lung cancer this July at the age of 51.,1,0
The FDA has just reported that Arnesp can cause the cancer to grow.,1,0
it's just sometimes I'm just not ready to accept it.,1,0
"Hello everyone,  My husband has just been dx with transitional cell carcinoma in his kidney.",1,0
I don't know if it will get to the point of where they can so surgery.,1,0
"I recently had a thoracotomy on my left side on July 31,2013.",1,0
"Because with stage IV and others stages, the cancer is in the ""system"" even if NED because we are never cured they say.",1,0
Not sure what to expect but i will go anyway.,1,0
The American Cancer Society gives you one for free.,1,0
"I did opt for chemo, but if I had not and say, did some alternative med.",1,0
I am astonished at how many young people have cancer.,1,0
as soon as i open my mouth he starts with the angry comments.,1,0
We love our cat too and it is so hard to see them sick.,1,0
"I am Stage IIb, estrogen + and Her2/neu +.",1,0
"One during the day, and one at night.My only complaint is that they tend to cause me to get rather sweaty around the scrotum.",1,0
Sometimes it can take quite a while to make a definitive diagnosis.,1,0
So I sufferd terrible last tx and I don't want to go back.,1,0
Hi There... My husband was also diagnosed with non small cell lung cancer in December.,1,0
My husband (<PERSON>) was just diagnosed stage IV nsc <PERSON> cancer.,1,0
You need to check with the doctors about what she is ingesting and how exactly it will affect the chemo.,1,0
My wife is getting worry.,1,0
They are trying to achieve low blood counts because that means all cells are being killed.,1,0
I came on here last year worried about 2 nodules in my left lung found on ct scan.,1,0
Its so discouraging to learn that problems with my arm swelling and hurting will probably be on-going.,1,0
does anyone know survival rate for adeno carsinoma non operable in lung kidney lmph nodes had radiation treatments an only 2 chemotherapy treatments,1,0
She had her first rond of chemo about 4 weeks ago.,1,0
They removed 4 lymph nodes and all were negative.,1,0
"I've elected to do catheter b/c as it turned out in my echogram, I have slow blood flow.",1,0
Some won't go because they are afraid it is something massive and scary like lung cancer.,1,0
"I've taken on the responsibility of having a negative outlook, and trying to anticipate what will be needed in terms of care.",1,0
I was diagnosed with stage 2 at age 36.,1,0
"It's my annual mammogram, three years since diagnosis and treatment and I'm nervous.",1,0
usually a tolerance issue or it works best against an active cancer.,1,0
AFter a week the throat pain started and got worse.,1,0
"This has ruined my life, as I am always in pain and constantly thinking about it,has anyone been through this or offer some advice?",1,0
Two years ago he had to have an operation and radiation for prostrate cancer and feared he would have to cancel his well-loved trip.,1,0
I knew from the very beginning this wasnt good.,1,0
I think any of us can understand that chemo can thorugh off the timing of anything.,1,0
I expected short tem memory loss and other side effects but not this.,1,0
Waking up having bad nightmares most of the time related to surgery and <PERSON>.,1,0
"I have one 6cm mass in my lower left lung and one, possibly 2, affected lymph nodes in the chest.",1,0
"I know many would not agree with me, but at the final stages if the doctors say it's terminal then how should it matter?",1,0
One of the women in my cancer support group had her chemo at that clinic.,1,0
I fear the unknown because although people can tell me what it's like I'll only know what it's like for me when it happens.,1,0
Treatment will likely need to begin soon.,1,0
"This is what they call living with cancer/palliative treatment, I will never get rid of my cancer but they can make it dormit and stop if from growing or spreading for periods of time.",1,0
"One time it will go on for hours, rearranging the furniture looking for something and thinking people and the dog are there.",1,0
Since then my husband was diagnosed and treated for base of tongue cancer.,1,0
"When I went on the over-the-counter stuff, the 1000 IU didn't work as well at least as far as pain relief went.",1,0
Statistics can often be made to say what you want them to say.,1,0
My husband was just diagnosed with Stage 4 NSC undifferentiated carcinoma of the lung.,1,0
My Doctor gave me the go ahead about 6 weeks after surgery for the prosthesis.,1,0
I am sure that anyone who has had a mastectomy feels this way.,1,0
I am in a similar situation of the left lung stage iv cancer incuarable.,1,0
Would like to know how this has affected others and kinda what to expect with #3.,1,0
His chemo side effects were awful lost 30 lbs...hair fell out...weakness...numbness in hands and feet..ect.,1,0
I also read that lung cancer and the treatments make you more reactive to allergens.,1,0
