Sentence,Trust,Split
It's so nice that other women understand these feelings.,1,0
My brother died in 2008 and my youngest brother died in 1970 due to drowning.,1,0
Hope it is good news with the path report.,1,0
Thanks for sharing this bit of news that made me smile!,1,0
"lost my left breast, with thru chemo and rad.",1,0
I hope your biopsy will be good news.,1,0
"If the cancer is found early, there is a great deal that doctors can do to help your grandpa - which includes curing him.",1,0
"The SE were there, but I just kept taking the drug.",1,0
If I am diagnosed I will be planning on living with someone who can assist.,1,0
Thinking of you today <PERSON> and sending lots of hugs and prayers.,1,0
"My father got admitted to hospital this weekend with low blood counts, he is slowly turning around.",1,0
Dont give up on your husband but try to encourage him to talk to you about his feelings.,1,0
I'll be praying for you as I hope you will my Mother.,1,0
<PERSON> you always bring humor to this site thank you.,1,0
"When you talked about the husband, I knew exactly what you were talking about, I had one several years ago and gave it away.",1,0
I was lucky mine were grown and left the nest.,1,0
One of the options was something called Alimta (Pemetrexed).,1,0
We've heard that the <PERSON> is a lot easier.,1,0
Sounds like you blazed the trail for her and I'm sure provided all your wisdom along the way.,1,0
I'm in need of friends that are going through the same thing so I have someone to talk to.,1,0
She is from Argentina and is very old school about certain things so courtesy is a big thing for her.,1,0
Lesley is finally home and the hospice nurse is great.,1,0
I am in excellent health and have continue to live the life style I did prior to cancer.,1,0
"I agree, you have an amazing attitude and I also wish you the best while your waiting and through it all!",1,0
I keep telling her she has to be her own advocate.,1,0
I've heard that they have had great results with it.,1,0
my dr's say i am fine and look great.,1,0
He was admitted to the hospital 9 days ago with trouble breathing.,1,0
It is good to know I'm not alone and there are people I can talk with while I fight this thing.,1,0
No matter what the doctors say Never Give Up Hope.,1,0
Two nodes were taken and they were both negative.,1,0
"The drains were very annoying, they stayed in me appx.",1,0
remember be strong and we're here to help.,1,0
So take care of yourself and allow yourself to grieve.,1,0
That really does make a huge impact on how her journey will be.,1,0
Also my right breast continues to shrink and is much smaller than my left breast even after having the left reduced.,1,0
"Go figure, loss on top of my head and too much hair on my face!",1,0
"Next was the radiation doctor, before he open his mouth I told him that I'm not being operated.",1,0
"They say it is a 85% control rate, what ever that means.",1,0
The pet scan is much better at detecting very small cancers that have traveled.,1,0
Keep positive thoughts and surround yourself around those who are positive.,1,0
... ornament and chocolate -- what a lucky gal you are!!,1,0
Thank God for a doctor that has extreme patience!,1,0
The severe muscle/bone pain left by Friday evening.,1,0
"I had diarrhea for almost the entire 4 months that I had chemo -  (4 adriamycin/cytoxon, then 4 Taxol).",1,0
I slept over my lunch hour and break time for at least two weeks after I went back and it helped a lot.,1,0
Had a 3 centimeter tumor in my lower left lung which was removed completely end June.,1,0
Rememembe always that you have a team here that is watching your back!!,1,0
I will pray for you and any and everybody that has to deal with this.,1,0
Your letter has helped give me hope and i cant thank you enough.,1,0
Our community has a special food program where any individual can buy 2 weeks of food for $30.,1,0
"She did speak to her surgeon and she likes and trusts him, and I guess thats half the battle.",1,0
Fortunately my old job came back to me but it's very low pay.,1,0
glad all is well with you and prayers for continued good reports,1,0
"Also, try posting on Inspire.com, as you're likely to get more response there also.",1,0
This is a video of an flash mob dance we organized at my hospital to celebrate survivorship.,1,0
"Right know my life is pretty isolated and I admire shortscakes and everyone for gettting out, I cant do it.",1,0
I pop a couple of endones to top up my 10mg oxycontin but it doesn't help.,1,0
<PERSON> is doing a clinical trial as a first line.,1,0
Thank you for the information and I hope your husband beats this monster.,1,0
i make 15 cents more a hour and i live alone.,1,0
Hi all hope you are all doing as good as you can .,1,0
Tell people you love everyday that you love them.,1,0
"Try to take it one step at a time, and as others have said, allow people to be a blessing to you.",1,0
Thank you so much for the information and for the support.,1,0
Just describe what you described so very well here.,1,0
calling my radiation oncologist or looking into Emory or Cancer Treatment Center of America for radiation answers and clinical trial studies.,1,0
They can test your biobsy from December 8th to confirm the origin of your cancer or if the endometrial is the primary cancer...,1,0
What type lung cancer does your brother have?,1,0
It has helped me so much by reaching out to help someone else.,1,0
I hope tonight and tomorrow I feel as well and as well with all the treatments.,1,0
"20 nodes, chemo, radiation and I'm going back in 3 weeks for my first checkup!",1,0
Thanks for sharing this good bit of news with us.,1,0
The effusion cells were the last ones to respond to treatment.,1,0
I just dont want to sit and wait if I should be doing something about it.,1,0
The nurses at the chemo lab were soo good at putting it in.,1,0
I'm glad that your holiday was wonderful & relaxing.,1,0
"Well, all in all, it wasn't too bad.",1,0
I am doing very well and back in remission.,1,0
I will take care of the gas so that we don't run out this time.,1,0
I will keep you and your son in my prayers and take care of yourself dear Sister!,1,0
"And yes, Tylenol about an hour before can be very helpful.",1,0
"Congrats what wonderful news, have a wonderful dance",1,0
Thanks to all for sharing all the useful info.,1,0
The lump became more prominant after she stopped breast feeding.,1,0
I have used this site to answer so many questions.,1,0
A chose a VERY gentle form of yoga that was good for easy stretches and relaxation.,1,0
My oncologist told me I could begin taking tamoxifen after chemo and during radiation or I could wait until radiation was over.,1,0
"I know, its not fast enough, but.....you will have hair and it will feel so good.",1,0
My MO even said it was one thing I could continue with even on chemo.,1,0
We all hope you do well and look forward to your return -sending positive thoughts and confidence in your speedy recovery.,1,0
There were never any red eyes to let anyone know I was crying and I felt better.,1,0
I have been noticing lately I get such sharp shooting pain like someone takes a knife and twists it coming in from the side.,1,0
I will be praying that your Brother will have a full recovery.,1,0
Welcome Judy to this wonderful site filled with awesome people.,1,0
Stay strong and give that woman a HUG for me.,1,0
Wishing you all the best on your very special day!,1,0
I pray that your goals will be within reach sooner than anticipated.,1,0
It brightens my day and gives me such hope.,1,0
"<PERSON>, hopefully you're working with a specialist now that you've had your PET Scan.",1,0
"It has spread to both lungs and lymph nodes, liver and kidney.",1,0
The caller said that he knew the reason for global warming.,1,0
"Just want to say I am sorry for the ones that have lost family members to cancer, and know you are in my prayers.",1,0
just want you to know I am wishing you all the best and praying for you always.,1,0
There are many people here to support you.,1,0
A very special Happy Birthday wish for you.,1,0
"A happy new year to you, <PERSON>, and everyone struggling with this condition.",1,0
i love reading about each <PERSON> receiving their ornament!,1,0
This network can probably give you some guidandce.,1,0
Hope all is much better for your hubby.,1,0
Appreciating any in put from you and hoping that god blesses us with a miracle this holiday season.,1,0
"The ""simple"" act of steering can suddenly become very painful across the chest.",1,0
Keep on top of any side effects before they become too bothersome.,1,0
type 1b small cell carcinoma vats lobectomy in mid november.,1,0
You will feel much better once you take control.,1,0
"I essentially became cancer-free with my bilat mastectomy (12/15/2009) because I needed no further treatment (yes, I have been incredibly blessed).",1,0
"I looked back at the last 18 months, and I feel I've really accomplished something.",1,0
"Tell Mom to not lose hope, stay strong to fight this dreaded monster.",1,0
I would love to get comments from any others on this subject as we hope the week ahead will be decision time.,1,0
I had noticed the lymph node involvment in my neck back in April of '09.,1,0
"My mom, age 62, non-smoker, has recently been diagnosed with stage IV NSCLC.",1,0
"I must say, seeing her have good days makes me have some additional ""peace"" through this the treatment process.",1,0
I am glad to hear that you are doing well!!,1,0
This site is awesome and the ladies are encouraging and outstanding.,1,0
I will be sending you prayers and good luck!,1,0
"I would ask an independant oncologist from a cancer center,  Well good luck and hope I have not alarmed you but have helped you.",1,0
After AC everyone told me <PERSON> would be a breeze.,1,0
I hope your OncotypeDX test score comes back really low!,1,0
My dr. thought mine was under control and took me off carbo after 6 treatments.,1,0
"I love that Nordstrom in Pentagon City, even tho its a bit of a trip for me.",1,0
He squeezed my hand and i knew he had heard me and he passed while holding my hand.,1,0
"Don't give up,  I'm sure you and your mom will find a good oncologist in your area.",1,0
She has small amount of tumor left that we hope radiation will kill.,1,0
I hope that you are getting some rest after a very hard day and lots of love and support from your family and friends.,1,0
I met a thoracic surgeion and he said he can remove the the 1.3cm nodule with VATS.,1,0
"The lump left by the biopsy of the sentinel lymph node, under my left arm, never went away.",1,0
It makes me feel not so alone in this battle.,1,0
my x husband has been diagnoised with stage 4 lung cancer.,1,0
as Traci says you are our dear sister and friend and we will be with you always hoping and praying for only the best.,1,0
His CT scans are OK after having 4 treatments of Cisplatin and Almenta.,1,0
I feel good and I'm not giving up yet.,1,0
Lots of hugs and prayers coming to you!,1,0
This is wonderful news thank you for posting it.,1,0
I sincerely appreciate your adivce <PERSON> and I wish you all the best in your recovery!,1,0
Make sure you use the alcohol free mouth wash.,1,0
They did a scan immediately before the 3rd treatment and it showed nodes on lungs had shrunk and bone mets where filling in.,1,0
Especially chocolate and sweet tea.....My favorite comfort foods :),1,0
And some of it would have scared the heck out of me had I not read it here first.,1,0
"Yes, thank goodness she went to the ER straight away.",1,0
It sounds really scary but try not to worry about the surgery too much.,1,0
Even if you didn't have the answers you always included useful links that we could research for more information.,1,0
The American Society of Clinical Oncology (ASCO) reviews of cell culture assay tests specifically excluded all studies reporting the predictive 'accuracy' of the tests.,1,0
One step closer to normalcy as far as I am concerned.,1,0
Feel free to e-mail me at MBNevada@aol.com and I will share any of my experience with you.,1,0
"Also  include your son in this journey, he too needs to understand what is happening and also wants to help anyway he can.",1,0
Of all the reconstruction options it is the least invasive.,1,0
"She said it's been a good trip, but she's -- her words -- wiped.",1,0
Whether it is just an ear to listen or to provide information.,1,0
My surgeon is recommending surgery to remove the upper left lobe.,1,0
Wow...I never realized exactly how many days it was.,1,0
Thank you for all your postings...you are a wise and thoughtful woman.,1,0
I needed to hear some positive news today!,1,0
"Its good that you will have another opinion, it just upsets me when the people you trust your life to leave you in limbo.",1,0
Thank goodness for Blue Cross because it is expensive.,1,0
One day at a time.....best of luck and determination to you!,1,0
"But, if left untreated..it could turn into invasive cancer.",1,0
Sounds like you are comfortable with your choice.,1,0
"In general, the women on this site were already diagnosed with bc.",1,0
And the gall bladder on top of that...at least they have a solution for the gall bladder.,1,0
"I had rads after my lumpectomy, but, didn't have any hard lumps or anything from it.",1,0
Does anyone know about this 1/2 hour chemo program and if it does or does not work.,1,0
Hopefully new doc is caring and knowledgeable who will provide effective treatment.,1,0
Chemo is hard but you will soon be done!,1,0
This is definitely not my social networking site by choice but I find myself here more and more regularly.,1,0
Been riding the same emotional roller coaster myself.,1,0
Thank goodness the insurance companies do pay for most of it.,1,0
"Reading this blog this morning, I noticed someone said that Cyberknife saved his life with taxotere.",1,0
What a beautiful thing to blog your thoughts of her.,1,0
I am so glad that she is feeling better and praying that the present infection goes away.,1,0
thanks for you ideas and encouragement - I wish my dad could get on this website - but he's not computer savy.,1,0
"I am trying to stir up interest in the art of cancer survivors/victims, so KEEP UP your creativity.",1,0
The thing that freaked me out the most was thinking about where that part of my body went after it was removed.,1,0
Hope you have a wonderful day and a great weekend.,1,0
Then my radiologist gave me a scrip for <PERSON> HA.,1,0
You need a team of doctors you can trust.,1,0
I use boost as a good source of nutrition.,1,0
"However I don't want pneumonia again so I will look into that, thanks.",1,0
When you said that you were'nt sure when to go visit him I felt like you were reading my mind.,1,0
Then they said they needed to biopsy the right lung and it turned out to be cancer.,1,0
Thank you so much for the time you spend helping me!,1,0
Faith and trust in the doc is key as <PERSON> says.,1,0
It showed cancerous activity in the right and left lungs and in the chest lymph nodes.,1,0
Your hubby is just one of the good guys.,1,0
My husband and I have both noticed that I am showing signs of chemo brain.,1,0
"she is taking 8 hour dose of Cisplatin 1/week every 4 weeks, and <PERSON> weekly (1/2 hour) for 3.5 months.",1,0
Your friend is quite fortunate to have you to support her.,1,0
She is very happy with the results--I am probably going to have the same team.,1,0
"Love your picture, so good to see you.",1,0
"Knowing that if things had turned out different, that all you caring, kind ladies had my back was a big help.",1,0
I'll be recuperating and unable to do much of anything so I will send you all of my remaining strength.,1,0
Happy Happy Birthday Mama G hope its a great one,1,0
I am so glad your surgery is over and now the healing has begun.,1,0
Mine has helped address problems the onco could not help.,1,0
Dr said the is a 40 percent chance for malignancy.,1,0
Has someone always taken care of her and she's given that control away?,1,0
Everyone who worked in the Dr.s offices were great.,1,0
The Cancer Support Community/ Gildas Club has support groups.,1,0
"You will heal quickly, believe it or not.",1,0
"But the one thing that you have continually said that is a comfort is ""YOU ARE NOT ALONE""",1,0
They're supposed to grow old together and see their children grow up.,1,0
"Yes, my dad is a fighter - all he wants is to live.",1,0
My hair come back very curly and thick.,1,0
(the song NO AIR floats in my brain everyday) I've done a lot of research online and pray that these nodules are B9.,1,0
this is a great site to find support.,1,0
"Every time I talk to him, I wonder how many more conversations will there be, how many more hugs?",1,0
Your sweet angel mother is so proud of you!,1,0
Seems like several of us are going through some tough times emotionally.,1,0
"Even with a referral, it’s going to be at least a month before she can get in to see a specialist.",1,0
Hoping this note finds you feeling strong and well again.,1,0
"Don't ever apologize for not being ""perfect"" <PERSON>.",1,0
Perhaps the doctor's office has a social services that can assist you.,1,0
She completed her radiation last October and completed her chemo the middle of February.,1,0
I was diagnosed with DCIS in my left breast a year ago.,1,0
I had my upper left lobe removed in October and my vocal cords were paralyzed.,1,0
The only thing you can really do is to support her.,1,0
I was diagnosed w/ stage 1a Endocarcinoma lung cancer..,1,0
My adult children had to teach me much of what I now know.,1,0
So very glad you had good news ***   Praise God and Pink Martini's  :),1,0
I've been on Fosamax for several years-since menopause for oseopenia.,1,0
I hope you have success with the Taxol (Taxotere).,1,0
Fill this hole with loving memories and find peace.,1,0
There were no cancer cells in the tissue or lymph nodes.,1,0
People with taste bud problems find using the mouth rinse helps.,1,0
I am a 47 year old woman lung cancer survior.,1,0
"I love reading success stories, thanks for sharing.",1,0
I have nsclc and was treated with cisplatin.,1,0
they have given him fluid pills but they haven't worked.,1,0
"You and Your family are in my prayers, Take care Kay",1,0
The way to check is to gently pinch the skin on the forearm.,1,0
She's hoping it will go away with time.,1,0
We were left to conclude that it was the aromatase inhibitors.,1,0
You have a good chance of surviving this and to get in touch with your spiritual side.,1,0
I'm soooo happy to hear you've survived limited small cell lung cancer for 7 years.,1,0
We would need a lot less doctors and put the pharmaceutical companies out of business if we lived a healthier lifestyle and no meds.,1,0
I made up my own recipe that everyone seems to like.,1,0
Talking with a clinical social worker who worked with my oncologist helped even more.,1,0
The other respondents to date have done a splendid job in expressing what this is all about.,1,0
I was told by the original medical providers I qualified for Medicaid or <PERSON>.,1,0
"GOD IS IN CHARGE, KEEP THE FAITH AND HOPE, REMEMBER GOD IS OUR CREATOR, AND IF HE DECIDES TO TAKE YOUR FRIEND.",1,0
"But now the only thing I can do is pray, believe in the doctors, have faith, and thank god for everyday we spend together.",1,0
She doesn't like me to go to the dr. with her because I panic and she is stronger than I am about this.,1,0
It is encouraging to hear others say the new drugs have worked for them.,1,0
The results have been nothing short of miraculous as the onc's are now saying that all bets are off on her life expectancy.,1,0
I hope she can figure out how she wants go proceed.,1,0
This is such a wonderful turn of events for you.,1,0
I was going to my Breast specialist for 12 years getting mammos and ultrasounds every 6 months.,1,0
I'm a lifetime non-smoker and I eat healthfully.,1,0
They should be able to help you find some information that you need.,1,0
I concur with cobra:  each of us handles our treatment differently.,1,0
Just remember the love that you two shared and that he is always with you.,1,0
He has chemo every third week (3 days each cycle) with a dose of bone strengthener every other treatment.,1,0
"Yes, my dad and I are very close, just like you and your dad.",1,0
I have seen pictures of her work and am impressed.,1,0
Got any helpful info on this type of treatment?,1,0
I pray that she will eventually come around and go thru with the treatments.,1,0
"Turned out to be a seizure caused by mets to brain, stage 4 lung cancer.",1,0
I wish you good health and peace as well...from whatever source brings you comfort and hope.,1,0
"Hi <PERSON>, I know it's hard.. <PERSON> you made it through Thanksgiving and your mom's birthday.",1,0
This way you set the record straight without appearing angry.,1,0
I know first hand the love you shared with Mom.,1,0
I pray to join you all in your good news after this treatment.,1,0
"I took the medication they recommended, but I was still terribly sick.",1,0
I am so happy its doing such a great job.,1,0
It is so good to follow our hearts and make our own choices.,1,0
I probably would not have been able to believe that answer from the chemo doctor but the surgeon I could beleive it from him.,1,0
I was scared out of my mind but once they sedated me I was fine.,1,0
"No lung tumor found, but malignant pleural effusion and spread to lymphs.",1,0
I just needed to write about my day.,1,0
what web site is that... i love it...,1,0
I will keep you in my prayers and send positive thoughts your way.,1,0
Thank you for the opportunity to represent CSN.,1,0
It burned for about the first half hour as meds were going in.,1,0
What happy and exciting news to have today.,1,0
I was in your place just 2 years ago & this discussion board has been a lifesaver to me!,1,0
Im sure he would be glad to discuss it with you.,1,0
"People said that I looked a lot better, too!",1,0
"""...A less than .3 cm growth was discovered in my upper left lung.",1,0
From one who has been there all too often .,1,0
With you having to have more test things may not be as bad as we always think.,1,0
Being diagnosed with cancer is overwhelming for anyone.,1,0
"Lung cancer he says is only ""curable"" through surgery.",1,0
Wow reading all this about reconstruction has just reinforced my decision to do it..thanks girls.,1,0
Thank you for posting where there is another site for this.,1,0
i know it will be hard and i can totally understand your feelings of being flung back into another cancer battle with your MIL.,1,0
We are all just a computer click away.,1,0
"This is a great site to find info or answers.so good luck let us know how it went, Gary",1,0
They send these cells to a special doctor called a pathologist that runs tests and writes up a report.,1,0
Then get on the web and find a really good new oncologist.,1,0
Just wanted to say what wonderful news to hear!!!!,1,0
A second opinion is good and it can help you to decide exactly what treatment you will do.,1,0
"I did opt for chemo, but if I had not and say, did some alternative med.",1,0
"Hopefully, they'll come up with something better by then.",1,0
At age 56 I had 6 weeks of daily radiation and weekly chemo (carboplatinum/taxol).,1,0
"Hi <PERSON>, So good to hear you're settled in and surrounded by such caring people.",1,0
I also spoke with the Radiologist this morning.,1,0
"Unfortunately Lesley's mental status is poor, so I had to make the decision based on what the ONC and RAD ONC recommended.",1,0
Of course I dont know if the nurse even told her the day I called.,1,0
"She can now speak, walk and slowly getting her old self.",1,0
"They might be waiting to hear from you, thinking you'll call when you're ready and they ""don't want to disturb you.""",1,0
I finally went back to my onocologist and ask him to help me.,1,0
If it had not been for my daughter and a wheelchair I would have not been able to handle today's Dr. visit.,1,0
"Take it one step at a time, you will make it through the surgeries and treatments.",1,0
"I'm in a baking mood today, so I'll bring my famous chocolate chip cookies and chocolate truffles.",1,0
Very recently my breast turned very red and itchy which lasted ten days.,1,0
God's Blessings to your mom and to you.,1,0
May all your birthday wishes come true and may you have many more happy & healthy birthdays in the coming years.,1,0
The cells can grow into the normal tissue around them and interfere with their functions.,1,0
"If we were not walking we were riding our bikes, wonderful memories.",1,0
"This helped immensley with the pain I was experiencing and now no longer need pain meds, I start high dose chemo next week.",1,0
I'm glad you're feeling better and hopefully that headache will completely disappear!,1,0
"Enjoy it, you worked hard to get there.",1,0
"If this works, maybe it will help all of us.",1,0
Thank you New Flower -- for the update.,1,0
Positive thoughts and prayers and this site are getting me through this time.,1,0
Hoping for answers when you go in today- Positive thoughts my dear Tasha,1,0
Had reconstruction for left breast in September 2003.,1,0
You too are in my prayers and I thank you for sharing your HOPE with me.,1,0
As I went out the door he said he was going upstairs to cleanup for his accupuncture which was for 9 a.m.,1,0
"you are amazing and brave, i am proud to be your kindred sister.",1,0
"Truth be told, I have never even watched a movie in our DVD player...I don't know how!",1,0
Keep laughing and if you need some encouragement e-mail me at jsaindy@comcast.net.,1,0
We were just told yesterday that it is in her lymph nodes in her throat.,1,0
"But the malignant ones need lots of follow-up, so I don't know why they would deny scans if that were the case.",1,0
The social workers worked with me and they helped me apply for Emergency Breast and <PERSON>.,1,0
"I was 40 when I was diagnosed and I appreciated the code ""pink.""",1,0
I watched the coverage on a TV in the computer lab with my classmates.,1,0
The cancer is also in her lymph nodes on the left side of her chest.,1,0
My e-mail is dirtracingmom@hotmail.com if any one wants to e-mail me.,1,0
"Biopsies are easier, operations are easier (I'm speaking from experience here.",1,0
Thinking of you and hoping your infection is getting better.,1,0
He had previously had Stage IV throat cancer.,1,0
"It's just difficult for me to set up a time with her oncologist or regular Doctor because they're too busy or I""m working.",1,0
A follow up x-ray showed something suspicious which led to identifying my stage 3A NSCLC in my left lung in Dec. 2004.,1,0
You have all provided me great comfort in this journey back to good health and I am grateful for your prayers and your friendship.,1,0
I was wondering if your husband ever had malignant cells in his pleural effusion before his partial remission?,1,0
There's nothing to fear about chemo except fear itself.,1,0
I exercise every day so I can keep my lungs built up.,1,0
I'm just not used to the long walks in the hot sun but glad I was there with you.,1,0
I was 33 at diagnosis and had a large tumor and 4 + nodes and wasn't at all sure that I would see 43.,1,0
Appears your mom is a strong fighting woman and this is real good .,1,0
My plastic surgeon prescribed flexeril and/or valium for them and it seems to help.,1,0
It has been a year and a half since my father in law was diagnosed with terminal stage 4 lung cancer.,1,0
"Waiting to be scheduled for ct scan, bone scan, MUGA, port install, then another appointment with the oncologist to plan the course of treatment.",1,0
"Congradulations ...  You did it ..  Go out and enjoy life, again.",1,0
I am so happy that the tarceva is working.,1,0
I had surgery 3 months ago and am also experiencing terrible midriff pain and wearing a bra is very painful.,1,0
wow this great..I assume many had imput this...love it...so many fitting phrases,1,0
I always gained so much hope and encouragement for you all and it breaks my heart to have to be reporting her reoccurance.,1,0
"Has anyone else undergone this treatment and, if so, how are you faring?",1,0
Each treatment is for you to get better.,1,0
but the left got an infection and had to be removed.,1,0
Im new to this site and appreciate any conversation.,1,0
alot of nodules are nothing to be concerned about.,1,0
My levels have been dropping as low as 87 and up to 94.,1,0
We are planning for her to go again this year.,1,0
"Hopefully they can do your lumpectomy,and everything will be clear from there.Just keep  your faith no matter what the outcome of your surgery is!",1,0
Also thank you all for being so kind.,1,0
"My very positive doctors focused on treatment, not ""how long"".",1,0
they are not addictive and you can get off them when you get your feet under you and a little time passes.,1,0
I have heard horror stories from a few friends.,1,0
i support in your effort especially during this difficult time of chemo.you will make it just fine and the new you will be fabulous.,1,0
I had to carry ice packs to numb my feet and hands throughout the day.,1,0
Please check out and read my blog about positive thinking.,1,0
She would go through several rounds of it each night-sometimes choking/coughing until she threw up.,1,0
Guess it is left up to me to pray for inspiration.,1,0
"You can still post on everyone's thread, even if you aren't friends.",1,0
"According to the CT and PET, there is mediastinum involvement and the bracial plexus is also involved.",1,0
I went in for a lymphoid test and it came back neg.,1,0
"In 2001, at age 67, I was diagnosed nsclc, stage 3a, inoperable/incurable.",1,0
a very special lady is having a very special day!,1,0
"Anyway, we are smart, well-educated, talented, multi-tasking, etc.",1,0
I almost forgot about my eyes running and nose.,1,0
"Very painful, was super uncomfortable and went to see the chiropracter I've been seeing on and off for the last 5 years.",1,0
"Well , <PERSON> bless and you are in my heart and prayers.",1,0
"I think he is angry also, which I know is normal.",1,0
in my prayers - your courage and positive attitude are an inspiration -,1,0
"even though I'm Stage IV (metastases to my left sacrum), she feels she can beat this since it's responded so well to the chemo.",1,0
You might like to go to a support group to help with what your going through.,1,0
"My symptoms were shortness of breath, fatigue and clubbing fingers.",1,0
"I have 2 dogs, 2 cats, a fish and a hamster, and I provide them with the very best care.",1,0
I know it doesn't make it any better or make you feel any better but my point is it is temporary.,1,0
The biopsy will be able to give more info as to what treatment plan is available to your mother.,1,0
I was diagnosed with small cell lung cancer 2 days (lung and nodes in left lung=considered limited still) before christmas 2007.,1,0
I will have you both in my thoughts and prayers for a sucessful surgery.,1,0
My local oncologist and radiologist/pathologist were VERY WRONG on my brain tumors and MRI Scans.,1,0
I prayed and left it all in God's hands.,1,0
I hope that is a positive sign as this is his fourth line chemotherapy and none of the others really helped the coughing!,1,0
"Survived brain surgery and lost half a lung, dealing with brain swelling and Necrosis issues, but I'm still alive.",1,0
This site has definitely helped me through this.,1,0
I had a mastectomy in Aug. 1999 with reconstrive surgery and lymph nodes removed.,1,0
"Prayers all day for you <PERSON>, please let us know how things go.",1,0
I wish you to get through this procedure and be ready on Feb 25 as you plan.,1,0
"I can lose up to 1 lung total, but the surgeries themselves have side effects and right now I feel pretty good.",1,0
My nodule was 9mm and they removed it right away..upper left Lobectomy.,1,0
"You are responding on a thread from 2008, you should create a new post so your question won't get lost among old posts.",1,0
He is contacting churches and trying to get us some help.,1,0
"Thanx so much Family....Gamma Knife went well, older GF showed great success I found out on the other tumors, and body is NED.",1,0
Go to mayoclinic.com and find the section on health decisions.,1,0
The wonderful women on this site helped me tremendously.,1,0
Saw the plastic surgeon yesterday to discuss reconstruction options.,1,0
Just know that I am sending you lots of hugs and prayers.,1,0
I finished taking that July 24... next week I start radiation.,1,0
My wife was diagnosed last year at age 39 with Stage 0 triple negative breast cancer.,1,0
I wish you and your friend the best.,1,0
My tumor was in my lower left lung as well.,1,0
I just try to be sure I get it as clean as I can and don't worry about it.,1,0
I know that I was told after my bilateral that the one thing I needed to continue to do is my monthly breast check.,1,0
And thank you all for your prayers and for coming with me.,1,0
Things  should get better when treatment is completed,1,0
All my doc said was that I might miss a couple periods.,1,0
Ritzy and Traci have given good advice for you.,1,0
A consult with a live oncologist who will write down his opinion probably would stand up in court better.,1,0
"Her hospice nurse came over and her pain was due to me, not giving her medications correctly.",1,0
He has just finished 3 cycles of cisplatin and gemzar-or his 1st round.,1,0
I'm scared of cancer coming back and I'm also scared of having surgery again.,1,0
Her hair has grown back in nicely and the oral chemo is not affecting it.,1,0
"as my hair is falling out as I type this email ..  Yeah,  can't get away from losing your hair doing chemo.",1,0
Good luck to all of you in quitting.,1,0
Praying for you and sending positive thoughts for Tuesday!,1,0
<PERSON> to hear you had a weekend getaway.,1,0
The report states: Increased left perihilar infiltrative markings.,1,0
May your special day be filled with Love and <PERSON>.,1,0
wow that is a big milestone to conquer!,1,0
Hang in and tell those doctors to be more positive!!,1,0
"For the bone pain or injury to rib cage a non steroid anti inflammatory med such as Tylenol, naproxyn or aspirin can help.",1,0
"Hope all went very well for you, Tina.",1,0
Prayers are going out now for both of you.,1,0
The 3 month scans showed no activity at all.,1,0
"I know that you would love to be here giving encouragement, support and love to everyone posting for an answer.",1,0
I hope it goes well for you both.,1,0
In May 2001 he decided that it wasn't worth it to feel so bad all the time.,1,0
"Keep it up, but make sure you don't burn the pate, it hasn't see sun in so many years, it could burn real quick.",1,0
They changed to the carboplatnum after my second cycle because the cisplatnum was killing me!!,1,0
Oct 1st I had a clean pet scan so surgery and chemo seemed to have done their jobs.,1,0
"You just finished treatment and I love your attitude, <PERSON> bless you and keep you in peace...love alison",1,0
I've visited your site SamuraiMom and want to thank you for it.,1,0
"Sorry, I didn't give all the info in my original message.",1,0
They will help him qualify for other trials where ever possible.,1,0
The exercise your doctor is recommending will probably help you to heal more quickly.,1,0
I misunderstood my doctor when he initially spoke to me.,1,0
My life at that time was turned upside down and I couldn't believe this was happening to ME !!,1,0
Lots of people live for decades with just one lung.,1,0
"If the flashbacks become bothersome, talk to your doctor about them.",1,0
Actually Ht OPI Nail <PERSON> is the only nail strengthner/polish that has ever stayed on my nails.,1,0
"I have found so much info and support on this site, and yet they acept me for who I am.",1,0
Please dont give up the fact you can and will survive this.,1,0
"We were so hopeful that it would help him, so now I'm left alone because of it.",1,0
"My Prayers, tears, and condolences go out to MissRenee's family and friends.",1,0
I hope that you haven't left this board.,1,0
I think the best advice is to take care of yourself and don't worry about getting things done.,1,0
"<PERSON>, yes getting the diagnosis is very terrifying.",1,0
"I have been taking mega doses 50,000 units per week since then and I am now up to 29, so we're getting there.",1,0
She went with alternative treatment instead and eventually convinced herself she was cancer free.,1,0
"Even if your mom isn't willing to get hospice help, you can talk with them.",1,0
You need a break my poor sweet sister.,1,0
I| should also mention that i finished treatment for anal cancer stage 3b  back in march and am doing fairly well with that.,1,0
I am a 5 year breast cancer survivor and a 2 year lung cancer survivor.,1,0
So keep a positive attitude and surround yourself with loving people.,1,0
I feel blessed too that she was able to come and talk to me about it.,1,0
Thank you all for sharing your remission and survival results.,1,0
"After my surgery, my surgeon recommended an excellent local therapist who specializes in cancer care.",1,0
I would love to hear positive stories of survival.,1,0
"And, like everyone says, it will grow back and you can look great in the meantime with your cute scarves and hats.",1,0
I hope your business builds back up quickly.,1,0
Hope you and he are feeling better everyday.,1,0
I'm sure you will make the right decision for you.,1,0
Your story give me hope that he will be OK.,1,0
My 88-year old dad was just diagnosed with sclc by biopsy.,1,0
Then we've talked to friends who have relatives who have gone through it who say it's common.,1,0
I am going on with my life no matter what.,1,0
