Sentence,Joy,Split
Not too many honest people like her in this world.I will always miss her :(,0,0
It is always disheartening to read of someone getting cancer again.,0,0
I will keep you all posted and I am sure that I will have more questions.,0,0
I had RP in May of 2009...it took me about a month to go w/o pads.,0,0
This means that they are the only ones who can test for the genes or research treatments (without their approval).,0,0
A number of people die from malnutrition rather than the cancer.,0,0
"Hello fathersson....don't worry yourself until you get any information that you need to pursue.It's takes alot of energy to worry.I will pray that your ct scan is clean.<PERSON>,Cathy(kado)",0,0
"from several options that were available to you.........yes there a Doctors, and those who call themselves doctors........we simply have to research and educate ourselves....from what I have come across by others, I find that there are many doctors that are incompetent and/or those who are financially motivated.<PERSON>",0,0
In any case you will find out at the next consultation.,0,0
Or how do you get on it.,0,0
Best wishes to you and your family.,0,0
"Hi, Everyone,I am a breast cancer survivor and used the Cancer Survivors Network during the entire time of my treatment.I have a dear friend who was diagnosed with ovarian cancer last year.",0,0
I am not afraid really anymore about the chemo.,0,0
I will pray that your surgery goes well and things will look brighter for you afterwards.,0,0
"The first thinf they did was put me on a macrobiotic diet and gave me the ""Hoxey"" tonic to detox my body.",0,0
Has anyone had a turn around after such horrible news?.,0,0
This post is almost 10 years old............,0,0
There's lots of studies and trials for this.,0,0
Have not had any issues with leakage or breakdown.,0,0
Reading helped me by letting me know that many folks learn to live with cancer.,0,0
The way the doctor is talking now would worry me somewhat too.,0,0
but I don't think as bad as SD...   God Bless!,0,0
(I couldn't  think of the name.).,0,0
I began chemo and radiation so that the tumor would shrink and releive the pain.,0,0
"It wasn't elegant, but it was comfortable enough and made my clothes look ""balanced"".",0,0
"Marliece, Possibly your problems with surgery site (lumpectomy?)",0,0
My sister-in-law has recently started treatment for a stage IIIA large cell neuroendocrine carcinoma of the lung with a tumor in the mediastinum.,0,0
I also have a port-a-cath and am not sure how long they plan on leaving it in.,0,0
"This was not a met and was squamous cell a smokers lung cancer, as I was a 35 year smoker until 5-4-09.",0,0
"My dad was recently diagnosed with small cell lung cancer, he is only 53.",0,0
"The second surgery for the lower left lobe is 2/18, but may push back a little depending on the follow-up.",0,0
"Nov 2005 my mom was diagnosed with <PERSON> (BAC), and had her left upper lobe removed.",0,0
And she just producerd 120cc's of urine- nothing to drink in 5 days..  what is going on??,0,0
Tomorrow we will have that he has said he will take 12 samples.Thanks for the positive energy and will let you know what I find out.,0,0
I have to believe I'm better for it...it's very hard!,0,0
"We were first told it was only a lung infection after having thoracotmy, however after biopsy results were told this horrible news.",0,0
Final pathology reveled that three of the hilar lymph nodes that were removed during the surgery were malignant.,0,0
"I managed to work the whole time I had chemo, except for 2 days, one day each after the transfusions.",0,0
My husband was on alimta for several rounds.,0,0
My 86 year old husband in rehab after a total hip replacement.,0,0
I am stage III A & b type.,0,0
"After 'draping' etc, they then use long needles to insert the seeds going in through the perineum into the prostate.",0,0
His incession is 4 inches wide and it goes from his rectum all the way up to his stomach.,0,0
I hope you get well and survive for a very long time.,0,0
"I spoke with my mom again today, but she is still stubborn about it.",0,0
<PERSON> doingthar brac and if positive treatment may change!,0,0
Waiting is a pain in the rumpoli.,0,0
It sound like I am having cold feet about this.,0,0
"I have started to get this nasty red, itchy rash all across my scar line, in my arm pits.",0,0
I'm not sure how that happen since its on the back of my head where the sun doesn't get to it.,0,0
My father in law has just been diagnosed that the lung cancer spread to his brain today.,0,0
"Nice to hear from you, sounds like your doctor is really considering all the options available for you and that is great.",0,0
"71 year old male, former smoker (for 50 years).",0,0
I feel very well since the HT effects seem to have all worn off.,1,0
I have not joined any support groups to date because my family and friends have been great.,1,0
May all your wishes come true and may you have many more happy & healthy birthdays in the coming years.,1,0
"Specialist stated with certainty,  based on his experience, 90% sure my tubular lesion is not CANCER ..",1,0
They keep coming in every hour or so to do neurology tests to make sure his brain is working properly.,1,0
"It has proven effective and improves the quality of life of patients with lung cancer, the expert said.He said this is the only vaccine registered in the world to treat advanced lung cancer.Guerra said the vaccine is undergoing another phase of clinical trials at hospitals.",1,0
Sending feel good vibes for your happy hour today :),1,0
Im so grateful for this site and all your kind and imformative responses.,1,0
"We're heading out to the desert to do some bike riding, and there are always plenty of fireworks out there on New Year's Eve!I will miss staying home and watching the Rose Parade and <PERSON>, but we will have a good time, and as long as I get to spend New Year's with my hubby, I'm happy.My only worry is that my hair might start falling out on our trip, and I really would rather not deal with that while I'm camping, but I have lots of warm hats anyway, so I'm sure I'll be fine.Happy New Year Everyone!!",1,0
If I'm going out for a party I sill use a pad but at the end of the night it is usually guite dry.,1,0
hey catlady thanks for replying    I know the feeling I to used to smoke and have the same problem you do with the sneaking every once in a while I cant understand why I do it though like you said it is ironic    you are not alone in that area and i am almost sure we are not the only 2 either  well thanks for replying  keep me updated on everything and I will as well talk to ya soon god bless,1,0
"I got diagnosed 1 yr ago this month, it has gone by so fast, it's good to know we all have something to celebrate, I give my thanks to all of you who have helped me through this year and look forward to many more years of talking to ALL of you ,   pat",1,0
Thats great that you went naked today and had a good experience with it...i hope i have just as good experience when im brave enough to go naked!,1,0
sounds like something I would like - chocolate and wine :-) Yum!,1,0
I'm taking it one day at a time but with a very positive outlook.,1,0
A very Happy Birthday wish coming your way.,1,0
"I'm getting better, I know that there are tons of people out there for me and they want to help in any way, I just need to quit being so independent and lean on my support beams :) I think of you often and I'm elated that this bump in road has turned out benign.",1,0
You seem like a strong <PERSON> I know you can stay in today!,1,0
I'm fortunate enough to make it home to see my father (also a stage 4) at every opportunity.,1,0
I wish your mom the best in making a decision.,1,0
Thank you for spelling Apeldoorn correctly!,1,0
We planned to get married next year.,1,0
They teach self massage and exercises that help.,1,0
"Today is better, so hope it works after a few days!!",1,0
"Guys I once again have faith in the human race u ae all so wonderfull,all I want to do is eliviate suffering and yo actually CARE ALSO my wife Dolores has come out of surgery with a very bad prognosis but she is one hell of a fighter.......PLEASE E-MAIL HER DIRECT AT dhopps@freemail.absa.co.za she needs to talk to you ,Guys I love You all stacks and I wish you all the best ,over but not out from Sunny South Africa.....please do keeep in touch...........",1,0
Mine is working really great with Levitra.,1,0
"Oh Traci it was so wonderful, well worth the 7 plus hour drive to get there!",1,0
Enjoy your new look....you worked hard to get there.,1,0
The 4-5 hour surgery that instead went 7 hours is now over and is a success!,1,0
Thank you <PERSON> for posting this.,1,0
"DEAR CINKAL,  HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY,HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY,HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY,HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY, HAPPY BIRTHDAY,  You have entered a new decade!",1,0
I am pleased to see your positive attitude.,1,0
I absolutely love chocolate and cannot wait to try this!,1,0
I really did want to get back into doing things I normally did as soon as I could.,1,0
"Here is my background...I am 60 have sex 2 times a week on the average, I jog 10 miles a week.",1,0
I feel so lucky to have done so well and wish that everyone could do as well as I have.,1,0
Thank you for sharing your thoughts and experience with me.I'm very pleased to see you're happy with your decision for the lumpectomy.,1,0
This is great rene9 ...no more chemo...no more rads...now your hair is comin back...and surgery for new softies in a couple months!!!!,1,0
that is amazing that you worked through this!,1,0
I'm so pro-active I even wrote a book.,1,0
that is what my visits consist of and i thought they were the standard until i started reading this board.,1,0
I have nothing decent to wear the pearls with.,1,0
You have gotten good advices.,1,0
Dr's at Northwestern described exactly on a chart what is going on and how they will proceed.,1,0
I love <PERSON> like you wouldn't believe.,1,0
I would call that a celebration Deb!,1,0
I could do a dance of joy for you.,1,0
THANK YOU LORD IS ALL I CAN SAY...I AM HAVING CHEMO NOW AS A PREVENTATIVE MEASURE RECOMMENDED BY THE AMERICAN CANCER SOCIETY...,1,0
because of money..so haapy for you that stress is over.,1,0
She faired pretty well through all of this.,1,0
It is so good to hear such good news.,1,0
Just reading this site has helped me so much.,1,0
"Nooooooo problem <PERSON> , I would be happy to talk to him!!",1,0
I ordered some tshirts from that site too and love them!,1,0
I am 77 years old nd always very active.,1,0
It's wonderful to hear your appointment with your oncologist and lab work went great.,1,0
My PSA tests have remained stable for the last year during my course of watchful waiting.,1,0
Then other times it was as low as 600.,1,0
Save me a window seat!,1,0
Thanks <PERSON> for posting this update for us!,1,0
Think positive and try reading through the <PERSON>al web pages (on the left tool bar) it made me feel so much better.,1,0
"Originally, both the oncologist and surgeon told me I need a mastectomy, but after 3 months of chemo the 2 lumps in my breast and cancerous lymph nodes were not visible on the mammogram and PET scan.",1,0
Way to go <PERSON> everyone on this board is celebrating.,1,0
I hope you feel better soon and stay feeling better for a long long time.,1,0
Someone was on my side...the treatments went will and shrink the tumor more than half.,1,0
"... she'll be happy to have people around, but you will need to consult her on when it makes sense.",1,0
Thank goodness the nurses told us before we left the hospital to use a stool softener.,1,0
Your hair color is still beautiful--it matches your complexion so well.,1,0
Thank you he does take RX for heart burn.,1,0
LUV YOU and am so very very very happy for you!!!,1,0
Thanks for sharing the good news about your dad.,1,0
It actually went very well...doctor and nurses were very nice and caring.,1,0
Truly all the best to you and hubby.,1,0
I hope you had a great birthday Lola!,1,0
I have found a freedom i never knew existed before cancer.,1,0
"My motto ..  we need to maintain all that the Good Lord has provided us -- !Gentle hugs,<PERSON>",1,0
Thought I'd check in and wish all friends.,1,0
report the next morning showed they were right.,1,0
"I am wishing you the best, sweetie.....take it easy, rest when ever possible....you deserve it!",1,0
Great news   thanks for sharing some positive news     <PERSON>,1,0
I guess if the percentages were very low (say 2%) I may not.,1,0
Reading your post will make my next hour a happy one!,1,0
Got lots of Good products and tips from super sweet people.,1,0
New Flower thank you for your support.,1,0
"Congratulations .. on a job well
done.Cheers to many years of thriving, and survivor ship.Strength, Courage and HOPE for a Cure.<PERSON>",1,0
"We saw the doc on Monday & all his numbers were good, went home & he went to sleep.",1,0
As <PERSON> suggested afternoon naps were very helpful for me.,1,0
"BTW - I lost lots of weight after lobectomy, over a stone, and happily, it has not gone back on!",1,0
"My clothes feel good, not hangin' off my bones or nothing.",1,0
Congrats to you on finishing your first chemo!,1,0
"That I am, both home and on the mend, or at least I hope so.",1,0
"I am hoping for the best, my friend, and am relieved that you are choosing not to let this latest news undermine your enjoyment of life.Live it to the fullest, <PERSON>.Take care,<PERSON>",1,0
"Congratulations and may you always have a good mammogram with the words ""all clear, see you next year!""",1,0
"My oncologist and several others recommended Claritin for something, maybe it was for the neuropathy that came from A/C and  Taxol?",1,0
We are happy to have you back on American soil.,1,0
"He is the most loving, caring and wonderful man a women could ask for.",1,0
Just too far to travel everyday ( 1 hour ).,1,0
"Always stay positive, it is very important for the people around him to keep him thinking only good thoughts.",1,0
"We are getting one of those van cabs for all of us...I am not much of a drinker,though I do love my red wine, and neither is <PERSON>, but I sure want him to have the option to have too much if he wants to!",1,0
"OK, I'll eat all your chocolate for you.",1,0
I am happy for you and wish both you and <PERSON> the very best.,1,0
I say..........with glass half-full....ok maybe full......COME ON RAD B'S ............LETS ROCK AND ROLLLLLLLLLLLLLLLLLLLLLL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0
God Blesd you for helpingGracie,1,0
So happy to hear your news and glad you got to get away.,1,0
He said my mouth looked good except a bit dry.,1,0
It feels great to have the tumor out!!!!,1,0
"Continuing to pray for us both, we are all in his hands.",1,0
So happy for both of you!!,1,0
Great Thanks Havent been dx yet just looking for some info thanku,1,0
You should definitely arm yourself with information and take time to choose your options.,1,0
At first I could barely walk around the block but am now putting in several hour hikes.,1,0
So glad to see that you are doing better.,1,0
"... from end of treatment for NSCLC 3B coming up in July (diagosed April 2010), no identified recurrence as yet, feeling great, and not limited at all in my activities.IOW, definitely not complaining!",1,0
I always get lifted by emails and/or calls from my children.,1,0
Tissue expanders have left the building ..  Yipee!,1,0
Pinkflutterby:Haven't been here for a while; I LOVE YOUR PROFILE pic!!,1,0
"thanks a lot for the well wishes, i am keeping my faith, god's grace has brought me thus far.",1,0
"I had decided how much I really liked the color Turqoise, because of her top she is wearing in that picture.",1,0
That must be a wonderful feeling.,1,0
"But, so glad that he is gone and your right.....only happy news from now on!!",1,0
Good luck <PERSON> with the boosters and to the rest of you too!,1,0
"Share stories with your children of how you and your wife met, how you fell in love, and how much she loved her children.I will keep you in my prayers.<PERSON>",1,0
"Enjoy bonding with that precious, baby boy...They're the best medicine!Hugs, <PERSON>",1,0
This comment has been removed by the Moderator,1,0
"I have already started to change my diet and already feel good, while still undergoing chemo.",1,0
"It's nice to hear good news, thanks for sharing.",1,0
I'm so gald to hear it is working for your son!,1,0
The drains were a pain but my flat belly looks great!!,1,0
The individual post search function is an excellent idea!!,1,0
I am now 30 years old and I am thinking about someday having kids.,1,0
we can flip the drains over our sholders and walk around that way!,1,0
He is in hospital now and I am happy he is there as at least someone will be there.,1,0
It is a great day.,1,0
I've heard that they have had great results with it.,1,0
I'm all aboard with cafe au lait and beignets!,1,0
"BUT, I'm soooo Happy for the positive support, wisdom and have found it a Great place to make new friends.",1,0
Hope you are having a wonderful birthday.,1,0
"Efgr and kras were negative, but the alk was positive.",1,0
You will be well cared for by the nursing staff.,1,0
"uuuggghhh everytime I eat anything my mouth hurts, it's a ***** I tell ya.",1,0
It just keeps getting better...I am so happy for your family...and it is amazing to see your own child becoming a parent...I've watched both my son and daughter....I say grands are God's reward for raising their parents!,1,0
"Also, my cholesterol in the past (before cancer) was always around 248...now, it's below 200!!!",1,0
Dance the night away with either or both of those fine gentlemen!!,1,0
Isn't it wonderful to have something to rejoice about during the journey?,1,0
Hi carkris and welcome to the site.,1,0
Good thoughts go out to you & hope you have a restful day.,1,0
"I probably will have the Biopsy done, but I will wait a couple of weeks until July when I get on Medicare, and have the procedure done outside of the VA system.",1,0
"Here I am, five years later, cancer free!",1,0
We love good news and I am thrilled for you!,1,0
aww your daughter & granddaughter sound like sweet hearts.,1,0
<PERSON> you had a great day with Art and Corvette Guy.<PERSON>,1,0
Get out there and buy those wooden shoes!,1,0
He went through chemo (cisplatin) and rads and got the all clear in October.,1,0
It's a wonderful feeling to share good news with others.Hope you have a wonderful weekend also!!,1,0
I am now a C cup and very pleased.,1,0
"Kathi  Oh how I hope I can say those words some day about myself!You are giving me the courage to face this battle a second time around.God Bless You,  <PERSON>",1,0
I'm 9 days post op now and beginning to see some improvements.,1,0
"I read your note, closed down the site feeling very happy and positive about your note.",1,0
I'm bringing delicious home made chocolate chip cookies!,1,0
I'm a teacher and I went back to work today.,1,0
Good luck with your numbers and your perspective on life is very inspirational to us.,1,0
EdCongratulations for your RP success.I wish you continuous low levels of remission.Let's celebrate with a good Portuguese red wine.VG,1,0
It is wonderful to have a great husband to go through this with you.,1,0
"*´
¸.•´ ¸.•*¨)¸.•*¨)
(¸.•´(¸.• (¸.•´¸¸.•¨¯`•.¸¸.♥Happy Birthday to YOU!!!",1,0
I just got approved for this in record time,1,0
I know the wonderful feeling of being done with chemo - it was the hardest thing i've done in my life.,1,0
"So, right now, I'm loving all my colorful headscarves!",1,0
"I hope you are enjoying a fabulous, wonderful, awesome birthday, dear <PERSON>,<PERSON>",1,0
I know that God loves us and will be there when we are ready to live in his heaven.,1,0
I received my port about 10 days ago.,1,0
Thank you for the information and I hope your husband beats this monster.,1,0
Tell your husband thanks for his input too!,1,0
"Celebrate,Have fun, good laugh and plus another 60.",1,0
Im glad that you are almost done.,1,0
"Try to take it one step at a time, and as others have said, allow people to be a blessing to you.",1,0
I would feel more comfortable having an expert review this.You have given me hope and I'm so grateful for that.,1,0
It's such a good feeling to put those milestones behind you.,1,0
Good for you............we are all soooooooooo proud of ya!,1,0
"Then onto the next step, <PERSON>...Yippee!Jenifer",1,0
"That was an excellent speech, just so, so good.",1,0
"!I'm already looking forward to our next lunch.Hugs,LindaP.S.",1,0
The main campus of <PERSON> is in Houston TX,1,0
The <PERSON> with the most votes wins!,1,0
The dress arrives this March- cant wait for my mom to see me in it....,1,0
The study is suppose to show that these drugs will help stop a mestasis to the bone.,1,0
You are such a good friend <PERSON>.,1,0
Good Morning Kelli from cooold NH :)   Happy to hear that you are doing better and your disability was approved.,1,0
"Getting it done at a teaching hospital is a good idea, as they have some of the best doctors in the country.",1,0
"Hi <PERSON>
It is nice to read another post of yours.",1,0
Would that be by the number of positive cores?,1,0
"  Well done Connie,
  Great News, all our hopes are with you,
   Paul",1,0
I am happy and content with both continence and ED.,1,0
"Hi, I'm glad you won't be receiving <PERSON> anymore.",1,0
I hope it doesn't happen again but just in case have some snacks in your purse!!!,1,0
And so happy that you will going to parents weekend aat your daughter's college.,1,0
I can't wait to learn more.,1,0
"So last night I hit the cheesie balls, the ice cream and the cranberry bread.",1,0
Happy birthday to a lady with a special gift she shares with all of us.,1,0
Stay strong and give that woman a HUG for me.,1,0
Enjoyed the 3 day trip to the Smokies cabin with the mountain view.,1,0
"My wife has been on it since the summer, and she is improving daily.",1,0
You just got a great gift!,1,0
"I am actually anticipating my surgery, even the chemo, to get all the sickness out of me and start healing.",1,0
A very special Happy Birthday wish for you.,1,0
"You have helped me so much before, thank you, thank you!",1,0
"ago;  undwent Radiation, did well but had microscopic substernal spread last yr; underwent 6 wks radiation, did great.",1,0
I had post-op chemo and radiation as a preventive measure.,1,0
Thinking of yu and crossing everyhting etc as suggested.,1,0
It really makes me happy if I can share my photos and bring some pleasure to folks.,1,0
"Now, he can't stop laughing!",1,0
"!Thank you all, and I hope the best!!!",1,0
"Congrats on dancing, hope it goes on for a long, long time.",1,0
This was a good one...a keeper.,1,0
<PERSON> that your chemo went so well for you!,1,0
Surgery went good and now here we are nine months later!,1,0
I love to read and I teach reading.,1,0
Janet thank you for checking for the rest of us.,1,0
Good day and I hope you had a nice Christmas.,1,0
"Bloody hell mate, you sound very chilled about the whole thing.",1,0
I did pretty well on a low dosage during treatment.,1,0
Taxol (Taxotere ) is one of the best.,1,0
"I hope you had the most wonderful bitlrthday filled with kove, fun, family and just pure happiness fir you on your wonderful day.",1,0
She was and continues to be my inspiration since my diagnosis in Nov of 02.,1,0
"<PERSON>, you deserve the Brave Award for your adventure.",1,0
I'm an early bird I'll ride along.<PERSON>,1,0
and I will bring mint chocolate chip cookies.,1,0
We'd get hot chocolate and mix it with  Coca Cola.,1,0
"Just would like to add my doctors,my family, husband and kids.",1,0
"Don't give up,  I'm sure you and your mom will find a good oncologist in your area.",1,0
<PERSON> like you are the tough ones in this world.,1,0
"It will make her feel sooooo much better.What a super friend you are .. your friend is so lucky,<PERSON>",1,0
I am so lucky to have a gynocologist that referred me to a surgeon the next day.,1,0
"Well, certainly hoping for all the best for you!",1,0
I just wanted to wish you all a Merry Christmas and a Happy New Year!,1,0
Happy Birthday dear Heather Happy Birthday to you!,1,0
I finished the radiation and 2 rounds of chemo.,1,0
I've learned that I am braver and stronger than I thought too.,1,0
"Deb was a wonderful and caring go-to <PERSON>, for sure.",1,0
You sound like a great man!,1,0
We were just happy to hear the words remission.,1,0
Any thoughts on the subject are appreciated.,1,0
Thanks to you all for this  site and your kind words.,1,0
There are quite a few beautiful headwraps (they require no skills to tie).,1,0
And we are learning a lot from you.,1,0
I see this as very good news too.,1,0
"I'm in remission from both prostate ca (10 yrs) and small-cell lung) and living in Mexico on a beautiful beach.Life can be what you make of it---as <PERSON> told us, Never, never, never, give up!",1,0
I agree WOOOOHOOOO Gemzar is buying him time!,1,0
"Hello,You may want to contact the American Cancer Society's National Cancer Information Center.",1,0
such as 5 yrs ago today I finished my radation!,1,0
Hopefully I won't get <PERSON> and Mop this year!,1,0
"Well, atleast I'm not alone, and it's not just my imagination.",1,0
I made it through the first four A/C treatments ok.,1,0
I thank this site for allowing me to hear how folks who share my fears are coping.,1,0
"So, ONE big bonus from rads, no shaving.",1,0
<PERSON> you are feeling better and that you and your Mom did ok.,1,0
"Whubbs, I'm so glad to hear the good news!",1,0
Make the best of the time you have and Laugh and do as much as possible with all your family while you can.,1,0
<PERSON> you are in my prayers and I pray for miracles for you.,1,0
A great BIG THANK YOU to all of you for the birthday wishes.,1,0
Congrats and happy for you and your family!,1,0
"Congratulations Judie, Good news is good for all of us.",1,0
"The very first thought that popped into my head when I looked at your picture was ""wow, she's gorgeous...and that's WITHOUT hair!""",1,0
"It does help, we cry and share our lives here and it means a lot!",1,0
I am soooooooooo glad they are finally over.,1,0
"Just in case it is something other than an allergic reaction, your doctor needs to know.",1,0
I'm soooo happy that you are finally finished....On one hand I can't believe the time that has flown by ... on the other hand it has seemed to drag on and on... but I am so glad that this part of your journey is finally behind you!,1,0
Does anyone have any good ideas to help this?,1,0
Thank you so much for anyone who took time to read and answer this.,1,0
"Thanx all for your comments......the 55 staples once then, the 65 staples 6 mo later make only 10 staples !!",1,0
One of my nieces is married to a biochemist who works for Merck.,1,0
"Happy Birthday to a sweet and pretty, very special lady!!!!",1,0
<PERSON> everything went well without any problems.,1,0
Welcome to this wonderful site full of support and encouragement!,1,0
I finished my <PERSON> treatment over a year ago.,1,0
No wonder they were soooo happy when they left the message friday.,1,0
"Hi a friend of mine had it done rather then go threw the sergery.It sure is not plesant stuf.I had 21 treatments to my upper chest 10 years ago,an Im here to tell you it works.Yes you will feel tired,Yes you will get burnt,yes you will go threw all kinds of things,But dont forget,You are fighting for your life.Arnt you willing to risk it all.",1,0
Lots of naps and good nutrition helped too.,1,0
Little frequent amounts are better than large amounts three times a day.,1,0
Turns out Friday the 13th was a good day all the way around!Hope you're feeling well.,1,0
"The doctors also tried neurontin, which also helped.",1,0
"I have fared well, thus far, so thanks again for the post.",1,0
Thank you- my mom was so proud of getting that dress for me,1,0
Examination of that lung tissue in the lab revealed involvement of 3 lymph nodes.,1,0
"Now that is good.After surgery, hormone therapy and radiation I seem to be about half the man I used to be.",1,0
Feel pretty darn good now !Latest biopsy on T6 vert.,1,0
"Thanks, everyone for your well-wishes for Reggie~ he is mending right on schedule!",1,0
"Again, thank you for your kind response.",1,0
My first grandchild is due Oct 2nd and it's a boy!!,1,0
Other folks told me that I was handling it well.,1,0
i have a very healthy wonderful 12 year old now.,1,0
I really liked her and she was able to reduce the swelling in my arm by two inches.,1,0
"So glad you found an Oncologist that you are happy with & he spends ""quality"" time with you.",1,0
We were very close and he was a wonderful <PERSON>.,1,0
The friends on here are a big encouragement - there's always someone who's been there/done that.,1,0
But the positive is it will go away my mother will be 66 in April and she has been cancer free for 5and 6 years.,1,0
"A very Happy Birthday wish for both of you, <PERSON> and Stef.",1,0
My surgeon and team were great.,1,0
He just got approved for it and is supposed to begin tx Monday...but he is holding reservations...,1,0
"Thanks, SIROD for the history.Hugs to all,<PERSON>",1,0
You a VERY HAPPY BIRTHDAY!,1,0
Love that we have a few poets in our little group.,1,0
"A true inspiration to so many.Best wishes,<PERSON>",1,0
"But I dont live in the future, I live for today because you never know what the future holds.",1,0
My dad just finished his first round of chemo.,1,0
I am doing <PERSON> now and find it most helpful.,1,0
It is in the shape of a heart.,1,0
I bet we all left cookies for santa disneyfan.,1,0
I too am glad the visit went well.,1,0
Good luck to you and here's a hug.,1,0
this is what i am trying to reach out to cancer victims..i was given 2 mths to live..Long story short..just like your mom i chose to believe the word of God for my healing..and 21 months later i am still cancer free.God has a plan..if every one would read it and follow the directions..so much would happen..Gods will is to heal..But we have to know it and accept it and believe it.So happy for your mom and your family!!,1,0
obI chuckled when I read your post and have often wondered the same thing.,1,0
Good news - 30% reduction.,1,0
"Ya they were full of it, but it was a nice thing to say at the time.",1,0
I hope this helps some and God bless and in my prayers.,1,0
I'm soooo happy to hear you've survived limited small cell lung cancer for 7 years.,1,0
Thank you so much for making me feel so not alone with this.,1,0
It can be a danceathon.,1,0
You are offically a <PERSON> me see hear .. writting you name in my book!,1,0
but sending a belated Happy Birthday wish to a sweet sister.,1,0
"I love the way they smell, and the feel of their soft muzzle ...",1,0
After reading some of the postings I decided to join.,1,0
"The nurses were great they explain everything, I also had my shot the next day and so far I'm feeling OK, a little tired but OK.",1,0
The results have been nothing short of miraculous as the onc's are now saying that all bets are off on her life expectancy.,1,0
She is hanging in there and being strong!!,1,0
Absolutely love it when you post my dear Puffin.,1,0
"""Mom,"" he said, ""I am so glad that you are better, now.""",1,0
( going to be 44 on Monday) If you would like to chat let me know.,1,0
DEar RosaSo pleased to hear about your test results.,1,0
"This gives hope to all, thanks for sharing.",1,0
It really helps to get other perspectives.,1,0
Stay strong and glad to hear you are doing pretty good.,1,0
I feel it and appreciate it!,1,0
<PERSON> your getting your exchange done here real soon...so worth the wait!,1,0
And I am so glad we did.,1,0
I am happy that surgery is over and now let the healing begin.,1,0
"For me, that was a huge blessing, because for the first time in nine years, my breasts were the same size.",1,0
Thanks for the huge smile on my face this morning!,1,0
The treatment was second to none.,1,0
I pray that the tests from the lab show that is not cancer.,1,0
It is so good to follow our hearts and make our own choices.,1,0
What a exciting day.You should buy yourself a NICE gift and sleep in.,1,0
They treated me with two different anti-nausea drugs and they worked very well.,1,0
i am reading this thanks to you.,1,0
"Thank you for being our champion, on this day and in this event and always!",1,0
"I don't have any advice, just positive thoughts for you.",1,0
These usually help a lot.,1,0
"He will need a caregiver from here for a year or more no matter if he says he does not ...I know, but he can survive it with help from somebody...at the minimum--emotionally.Do what you have to do,   i made six figures, worked my but off but now not worth it at allDave--49 year young -Stage 4 for 2 years plus, there alot more years left for him and me !!",1,0
"Good, I'm glad you're getting what you want!",1,0
"Information like  this always inspires hope.Kind regards, SusanP.S.",1,0
Prayers and good thoughts are coming your way.,1,0
"I also learned to read up on ""facts"".",1,0
I did well with my chemo.,1,0
"For the past couple of months, I have been experiencing low oxygen levels.",1,0
She is finished with her brain radiation.,1,0
have the school carnival and a 50th bday party bbq for an old (no pun intended lol) friendLibby :))))),1,0
I am doing well sclc limited stage caught very early I finished my last treatment in February of 2004 that makes 8 years my latest cat scan have shown NED.,1,0
That was in April 05' and now it looks like he may possibly go into complete remission (no visible cancer cells).,1,0
How fun that two of my favorite people share the same birthday.,1,0
"Connie, what a wonderful way to look at it!",1,0
A second opinion is good and it can help you to decide exactly what treatment you will do.,1,0
Okay <PERSON> I'm in I'll sing a tune with you unite in your journey back to healthier days!,1,0
I was online today searching for information concerning dripping and functioning with Prostate Cancer.,1,0
Wishing you and your mom all the best.,1,0
"I love your family picture, by the way.",1,0
"Wow, you could comment on a dozen things in your post.",1,0
Just takin it day by day and sometimes hour by hour.,1,0
I'm happy to hear the news about the tumor disappearing....that's just wonderful my friend!,1,0
"!Congrats on your good news, glad you are doing so well,<PERSON>",1,0
Sounds like they're gonna fix you up 'ol boy!,1,0
I am so happy for you that there is nothing in the lungs.,1,0
Your strength and beauty shine through every post.,1,0
I sure hope for the best for your mom.,1,0
"Your kids don't care if you have hair, teeth or anything else they are just glad they have you.",1,0
I am glad the surgeon's nurse talked with you about what to expect.,1,0
"Hope you enjoyed your meal out and, ahhh...those beautiful roses.",1,0
"May you enjoy this day,  and many, many anniversaries to come.",1,0
"so happy your body is coming back , it was a beautiful visual.",1,0
You must have been the class comic in school.,1,0
It has been 5 years since diagnosis and I finally feel like I have a life to live.,1,0
This is such a blessing to have this site whenever I need it.,1,0
I have already had mine in and out and both were a piece of cake!!,1,0
RAD goddess ... and to have a little more energy .. how lovely!,1,0
Morning :)I am so happy I posted for help on this board!,1,0
It has been good to see you posting here!,1,0
Thank you so much and I am so glad I found this sight!,1,0
Lots of excellent advice here from other Pinks!,1,0
You too are in my prayers and I thank you for sharing your HOPE with me.,1,0
I am so glad you are NED right now.,1,0
Take your trip and enjoy it to the fullest.,1,0
Take your weary days and rest and find sources of strength and joy wherever that may be.,1,0
Some girlfriends ordered me a bunch from that site and they are so funny!,1,0
Thinking about the wonderful care he received from the oncology nurses gives my family and me great comfort.,1,0
Congratulations on getting through this very tough year!,1,0
