Sentence,Sadness,Split
"I had mets to the opposite lung, lymph nodes and a malignant pleural effusion.",1,0
"I am certainly a lost husband, as it hurts me inside that I cannot help her.",1,0
"He regularly asks me,""I can fix anything that I put my hand to, Just give me a hammer or skrewdriver, Why can't I fix you??""",1,0
I am tired of being tired and sitting and resting.,1,0
I lost my hair 14 days after the first treatment so I shaved it off.,1,0
"And, some red itchy bumps with my boosters.",1,0
"Unfortunately, the bad news kept on coming yesterday.",1,0
"I am so behind in technology.Big hugs,Sue",1,0
"I, too, have periods of joint pain mostly my left hip.",1,0
I am sorry I don't know the name exactly but my friend has non-small cell lung cancer and was not responding to normal radiation and chemo.,1,0
"The doctor just found ""spots"" on the spine.",1,0
My husband and I had a huge fight last night over something minor and fixable.,1,0
I wasn't afraid of recurrence but don't like the pain of flattening.,1,0
"I had the two right lobes of my lung removed at the end of September and still have pain, especially in my sternum and lower ribs.",1,0
Was the first time I cried since this began in february.,1,0
"So far through this, I have found that some people just don't get it, and other people just don't have the emotional strength to be able to help.",1,0
I had a hysterectomy several years ago including removal of ovaries.,1,0
You need to stand back a bit and take stock of what you have and what you want.,1,0
He is Stage 4 with mets.,1,0
Unfortunately many here got similar experiences with their initial doctors.,1,0
"Hi Terrified,Sorry you had to join our club that no one wants to join.",1,0
"HT is possible, and maybe even likely, but HT is never curative, ever.",1,0
"The side effects can be brutal for some people....I'm glad others respondedI have a daughter, too.....I know how this  has affected her, we are very, very close ....so I can understand your fear..and I lost my mother when I was just 25...so again, I understand as all of us on this get it....Please let us know how her second opinion goes...we truly care...
Big hugs, Nancy",1,0
"Hello all, I'm new here and like most, worried.",1,0
My step-dad was diagnosed with prostate cancer in Oct 2004.,1,0
I am so sorry your husband is having such a hard time.,1,0
"MTN, so sorry to hear your news.",1,0
"He is losing more weight, looking so tired, and I am so worried for him.",1,0
I just shaved my head last night as the hair loss was too much.,1,0
He was so sick he couldnt even talk on the phone.,1,0
I am so frustated and hurt that she's refusing to go thru with the chemo.,1,0
"My husband's cancer spread to his right lung, but he doesn't cough.",1,0
"Oh, Taleena, I don't have any experience on lumpectomies--the tumor I had was so large we all knew from the outset that it was mastectomy for me.",1,0
Now the cancer has spread to where it is lining the exterior half of his left lung.,1,0
"<PERSON>, <PERSON>, Kids, Work, the <PERSON> how are you suppose to cope, This has got to be the toughest thing I have ever had to face.",1,0
So young to have this happen.,1,0
I was really hoping to get to talk to someone here.,1,0
"Claudia, thanks for sharing the memorial service with us.",1,0
You have already been diagnosed with COPD bad enough to need an inhaler.,1,0
"Hi Peggykay, I am <PERSON>, I have small cell lung cancer, it involves my left lung.",1,0
"By the way, the only reason I could ever sound like a warrior is because I am about one year away from treatment.",1,0
"He had radiation to the spine, which did nothing.",1,0
I have some coughing and now chest pains due to radiation.,1,0
I am 55 and am on the same regimen.,1,0
She passed away a couple of months later and never fully regained any quality of life.,1,0
I also had 4 tumors in my left breast.,1,0
"When we got his death certificate, the cause of death was listed as LUNG CANCER.",1,0
This is especially so since your husband has seemed to developed so many other problems at the same time.,1,0
Any cancer diagnosis automatically sounds like a death sentence but it is NOT.,1,0
"We all die and I am so grateful that I get to prepare my husband, especially, and the rest of my family for the end.",1,0
Well the doc I thought so highly of from my consult weeks ago turned out to be just another in the herd.,1,0
I don't know what to do -- it hasn't even been 90 days yet!,1,0
I am so shocked and so saddened by your recurrence.,1,0
My wife has stage iv lung cancer and still works.,1,0
We'll know better once she has the MRI done next week.,1,0
"Life isn't fair, and you have had more than your share of troubles to put it lightly.",1,0
"When you wrote to us that Rafeal was on hospice care, I thought NO it cannot be!",1,0
Diagnosed with Stage IV lung cancer with bone metastasis (hip) in January 2017.,1,0
The doctors tell me that they are worried that it will be more severe next winter.,1,0
mother (76) being treated with chemotherapy for lung cancer.,1,0
I wish I would of left everything alone.,1,0
Having lost my father I understand the hole it leaves in your heart.,1,0
"As i will have alot of time, cuz i cant really sleep any signivacant amount of sleep.",1,0
I am very sorry to hear of your Mom's distress.,1,0
Sorry to hear about your mom.We got asked why no radiation or surgery on the tumor... just chemo.,1,0
Those words do something negatively to my body.,1,0
"They say it's a small tumor, but I'm still in total shock as she quit smoking almsot 40 years ago.",1,0
{Sad Face} I have very very thin hair left.,1,0
"Hello, my mother in law has stage IV lung cancer that has metastasized to her brain, spine, and liver.",1,0
"When it was discovered that my cancer has mets to bone in 3 areas, the dr started me on <PERSON>.",1,0
"BETWEEN THE TWO CANCERS, I AM SO CONFUSED AND FEEL SO ALONE.",1,0
Sorry to hear that the best did not occur for you and I truly wish you the best.I had several medical consultations and they basically said the same thing to me from what were my best treatments options to my staging… I choose to hope for the best (e.g.,1,0
"He has planned on 6 rounds prior to maintenance of 3 off, 1 on.",1,0
can you provide any more info on Dr. <PERSON> (SHU),1,0
why you hear and hear more cases of cancer......... what is happening???........,1,0
"In 2002, at age 62, I had non-small cell lung cancer metastasized to neighboring lymph nodes and the brain.",1,0
my mom has small cell carsinoma   and its not looking so good how is your husban as of today,1,0
Failed within 12 hours of activating.,1,0
I wanted him to see my son grow up.Life has its unexpected moments that I never thought I'd hear.,1,0
Had excrutiating pain in back & down left leg.,1,0
"....Age probably has something to do with it also...I am 52 and here are my stats and path hope it helps and wish you the best: 52 years old
PSA 9/09 7.25
PSA 10/09 6.125
Diagnosis confirmed Oct 27, 2009
8 Needle Biopsy = 5 clear , 3 postive
<20%, 10%, 10%
Gleason Score (3+3) 6 in all positive cores
11/09 Second Opinion on Biopsy slides from Dr. <PERSON>(4+3) = 7 5%
(3+4) = 7 10%
(3+4) = 7 10%
Endorectol MRI with Coil - Indicated the Palpal tumor was <PERSON> confined
da Vinci 12/29/09 - Dr. Hollensbee & Scott
Post Surgery Pathology:
Prostate size 5 x 4 x 3.5 cm Weight: 27 g
Gleason: Changed to (3+4) = 7
Primary Pattern 3, 80%
Secondary Pattern 4, 18%
Tertiary Pattern 5, 2%
Tumor Quantitation:
Greatest Dimension, Largest tumor focus: 19 mm
Additional Dimension 18 x 15 mm
Location, largest tumor focus: Right posterior quadrant
Multifocality: Yes
Greatest dimension second largest focus 10 mm
Location: second largest focus: Left Posterior quadrant
Extraprostatic extension: Yes
If yes, focal or non-focal: Nonfocal
If yes: location(s) right and left antero-lateral
Seminal vesicle invasion: No
Cancer at surgical margin: No
If no, closest distance with location: less than 1 mm, right posterior quadrant
Apex involvement: No
Bladder involvement: NO
Lymph-vascular invasion: No
Perineural invasion: Yes
Lymph nodes: 9 from right pelvic 0/9 positive
Stage: pT3a, pNo, pMX
All nerves sparred - found two additional pudendal arteries",1,0
Sorry you have been diagnosed with b/c.,1,0
"FYIProstate Cancer will kill 32,000 men in the US this year.",1,0
"Well, my mom is back in the hospital again.",1,0
It's so hard for her to call me and be crying and wanting help and feeling so helpless!,1,0
GOD please..... Do NOT take my mother away.,1,0
"I just feel so sick, tired and defeated.",1,0
These cells simply are not numerous enough to create distant tumors.,1,0
"This is her second bought with chemo, last October she was pre-leukemic so she was on Dacogen a very light chemo and she came through that with no problems other than having her leg amputated in February which was not related to any cancer issue, she's always had clots in her legs.",1,0
"So, now, it seems that letting my guard down or believing that I will live cancer-free is somehow setting myself up for disappointment.",1,0
He is also going to travel to Vanderbilt University where they have clinical trials for this exact type of cancer going on.,1,0
"My PC was just diagnosed, PSA of 3.1, <PERSON> of 6 and stage 2a.",1,0
I am sorry these drugs have given you so many problems though.,1,0
I'm so sorry for your mom.,1,0
It was founded by <PERSON> who was given little time to live when diagnosed many years ago.,1,0
"Then next day, both incisions (the one where the port was inserted and the one connecting to my vein) started running, itching, and painful.",1,0
he is going through a clinical trial right now and pray this will help him.,1,0
"Within 12 days of finding it, I was having a mastectomy.",1,0
My healthy 57 year old husband is now dying from Mesothelioma.,1,0
"I do think I will have a talk with my father, I cant sit back and watch them hurt each other when they should be enjoying life and each other!!",1,0
My husband' s lab report on type of cancer (thought to be squamous cell ) turned out to be K-Ras.,1,0
"- Due to this pain, I push my family, GI and Urology doctors hard with all different kind of lab tests, <PERSON>.",1,0
I also had to reschedule my hysteroscopy and D&C that was set for 11/18.,1,0
i have invasive ductal carcinoma in both breast.,1,0
22 lymph nodes were removed and 2 of the 22 were cancerous.,1,0
My husband has been diagnosed with both about 3 months ago.,1,0
"Sometimes, comments like this from the people within our own family are the very worst.OK, maybe a cancer patient enduring treatment doesn't ""look sick"" - so what?",1,0
"My grandpa, her dad also died of lung cancer, also at age 54.",1,0
His oncologist said they still don't know what type of cancer my husband has and his cancer spread out already and in stage 4.,1,0
Had he been having any chest pains or symptoms?,1,0
They won't report 0 it's a cya thing.,1,0
I have a tumor in my left lung which has spread to a small portion on my right illiac bone.,1,0
I am Mexican and live in Mexico where it is somehow more difficult to get any kind of support and help.,1,0
We went throughour diagnostics yesterday.,1,0
I can imagine how disappointed you are that the chemo did not get all of the cancer.,1,0
I am 60 and feel like 90 at times.,1,0
When doctors asked us about CPR or to bring her back after her heart stopped all my family basicly said let her die but i stopped that and got legal action to withdraw moms DNR order as she was not able to make that consent on her own.,1,0
ystrday i lost sight in my left eye.,1,0
He passed a few years ago and throughout his 6 year battle I never once heard him complain.,1,0
I have <PERSON> and now cancer in my left lung.,1,0
I have a brother who just went through his 6 doses of chemo (6x 21days apart).,1,0
So now I have to move an entire house and a 2 car garage machine shop all by myself.,1,0
My mother and mother-in-law both had breast cancer 20 years ago.,1,0
She says she really wants to see him get through without chemo for at least 3-4 more months.,1,0
"<PERSON> chemo is going ok for you, though, sorry you are sick from it.Hugs, Leeza",1,0
I recently had VATS lobectomy of right upper and middle wedge lung.,1,0
It has been difficult because I live far away so I'm not able to attend her appointments so I get all my information second or third hand.,1,0
I experienced some numbness in my fingers and they're still numb.,1,0
I'm sorry to hear that your mom is going through this.,1,0
I am having trouble with my left side.,1,0
My white count is very low and I have no energy.,1,0
I remained in that condition for nearly two years.,1,0
"I'm missing some tissues here and there, but you'd never know it.",1,0
"She can't sleep, very tired and still coughing up blood and tissue.",1,0
"I have lost so much weight, now that does not bother me just flabby muscles.",1,0
So sorry about your mother as well.,1,0
I am so sorry to read about your loss.,1,0
I just can't imagine what this guy will have to endure.,1,0
"I wasn't sleeping, awake every hour and miserable during the day.",1,0
So sorry for the loss of your beloved wife.,1,0
My legs start burning when I walk grocery shopping.,1,0
wow sorry to hear all your have gone through...,1,0
I am sorry to hear this.,1,0
She was diagnosed in May of this year.,1,0
"The hair coming out is the worst part, I think.",1,0
"Hello, I am sorry to hear about your dad...He is dealing with alot right now....as for the appetite and loss of weight,ask your doctor about a medication called Megace, it will help with his appetite, and also try something called, Magic Cups, you can buy them at the GFS food stores.They're like little icecreams, but they don't melt.Keep them in the freezer,until ready to eat, can stay in fridge for 5 days.very tasty.",1,0
One other thing <PERSON> that I need to come clean on.,1,0
It is a scary thing because all that is on your mind is cancer .,1,0
We lost my dad to this awful disease at age 41.,1,0
From our research thus far we know there is no cure....just want to get the best treatment we can find.,1,0
"Yesterday, I noticed the hair is starting to fall out.",1,0
"Now that they followed up with a new scan, the tumor has grown too much for the surgery.",1,0
My younger sister was diagnosed with triple negative breast cancer 14 years ago and is a survivor.,1,0
I have no clue where to start...I am completely lost.,1,0
"However, if he is, I would like the opportunity to be able to discuss such things with him before he is unable to do so.",1,0
"Jalu, so sorry to hear about your mom's diagnosis.",1,0
Recurrence is identified by norm from continuous increases of PSA post op (your doctor's wish in repeating the PSA) and when this value gets over the 0.2 mark.I think that your doctor may have not bother in checking the surgery outcome testing the PSA because of the pathologist's report.,1,0
"Had been stage 3 bc, diagnosed Dec 07.",1,0
He is having a hard time and the doctors are having trouble finding out exactly what is causing the pain and eliminating the pain.,1,0
My father has lost 32 lbs since mid April and is down to 118.,1,0
"Just really needed to get it off my chest, feel so alone and scared.",1,0
He died of lung cancer almost 2 years ago.,1,0
I've been through cancer with my husband and mom both and now we are waiting to see if my dad has lung cancer.,1,0
i'm sorry the lab results and pain aretroublesome for you.,1,0
I pop a couple of endones to top up my 10mg oxycontin but it doesn't help.,1,0
It doesn't mean that you are not well-adjusted or a failure in any way if you do need one.,1,0
I had radical prostatectomy March 09 at age 60.,1,0
I can't even play scrabble on pogo now.,1,0
but now my left arm is killing me.,1,0
"If the left lung showed cancer, surgery would no longer be an option.",1,0
Like <PERSON> I am a Stage 1A N0M0.,1,0
"I wish my hair under the affected arm hadn't grown back, but it has.",1,0
Good memory MyTurnNow.I have not dyed it since.I get alot of complements on my gray and black hair.If I do dye it I will wait till I loss 40 more lbs.That will be my goal weight.I will for sure go to a profectional.The Chemo does a job on our hair.,1,0
Cancer is back in the left lung and now I have it in the right lung with lymph nodes involved.,1,0
Thanks everyone for the words of encouragement..,1,0
So very sorry you are going through this.,1,0
"The second cycle I crashed, I had a very bad reaction and had to be hospitalized.",1,0
Of course I don't have a normal job I work for the Post office.,1,0
Had my lower left lobe removed to cancer 8 weeks ago.,1,0
I was hoping that my urges to urinate and have a bowel movement at the same time would decrease.,1,0
Two days after operation I was standing and walking in the hospital’s corridor (a sort of squared ring of 350 meters long) pushing a tripod with attached medicine tubes and catheter sac.,1,0
"I spent the 5 hours in the ER, got her home and in bed and then I cried like a baby.",1,0
"But if I don't have any breast tissue, which was replaced with abdomen tissue, could a recurrence even be possible?",1,0
He said it was because of pressure and the fact that he might have to go back in one day.,1,0
This flare leads to an explosion in cancer activity which may cause pain at bone joints.,1,0
"Saw the plastic surgeon and the main surgeon today, my surgery is scheduled for February 11th, radical mastectomy on the left, simple mastectomy on the right, both ovaries, immediate reconstruction (7 hours)yikes.",1,0
"Had all the surgerys, lost my left breast.",1,0
"of what your feeling, it struck our family 1/3/11 Mom stage 4 NSCLC (Adenocarcinoma) Lung, Brain, spine & Hips.",1,0
Women have left the boards in fear and missed out on support.,1,0
Show her what she has taught you about being there for each other.,1,0
Shoulder  and elbow and wrist joints ache from the swelling.,1,0
It is hard to sleep for a day or 2 after chemo then on the third day the steroids wear off and I crash for 2 days.,1,0
I am so sorry that your son is having to deal with serious lung disease at such an early age.,1,0
"I'm at a loss as to where to seek help for my son, who has been surviving lung cancer for over a year.",1,0
I then had 36 radiation treatments to lung.,1,0
I feel I need to take a short break to get all of the ideas in perspective.,1,0
The cancer came back in my right femur.,1,0
"my cancer came back ,my some prayers please ,i can't shake depression this time.please help thanks",1,0
"A perfectly healthy, beautiful cat, now dealing with 2 illnesses.",1,0
Chemo doesn't get in there too well because of the loss of blood flow.,1,0
I have stage 3 and they also want to remove my left lung.,1,0
Sorry to hear about your recent diagnosis.,1,0
I am so sorry that this happened.,1,0
" hi im a newbe here,but ive ben doing a lot of reserch on this,as my 42 yr old wife has lung cancer.From what i gather ""small cell ""cancers are not treated with any kind of operation,and ""non small cell"" cancers are.My wife has small cell cancer,which has now spread to her neck after a brief remission,and again they are treating it with only chemo and radiation.",1,0
"If they have to do a biopsy, INSIST that they do mutation testing.",1,0
"Oh <PERSON>, I am so sorry this is happening to you.",1,0
I wound up spending 4.5 days in ICU and 3 more days in general room.,1,0
His wishes are important but he may no longer have the ability to decide for himself what is best.,1,0
"SVI is an adverse pathology and is considered to be very high risk, referred to as locally advanced, and almost always requires post-prostatectomy radiation.",1,0
My closed friends thought  that my husband might change his mind about divorcing me after he knew about my breast cancer.,1,0
<PERSON> hasn't eaten in a few days and being a diabetic is not good.,1,0
I am so sorry to read your story.,1,0
I had an upper left lobectomy 16 mos.,1,0
It's 16 months since I had my left lung removed.,1,0
How very very sad that we lost her.,1,0
"I guess I've now learned to wait for paper conformation.The news is even better then what I thought I heard over the phoneMy blood was drawn 01/02/2013, reported out on 01/04/2013PSA <0.03Pre/op PSA was 4.6, <PERSON> 3+4=7, T1cBiopsie showed 3 out of 12 Adenocarcinoma, Left lateral apex 1mm (10% and PIN)Left lateral Mid 2mm (20%)Left lateral <PERSON> 0.5mm (1% and PIN)No perineural invasion or extension into extraprostatic fatThe remaining samples were Benign prostatic tissueafter surgery Pathology was Proate size 40g, 5.5 x 4.2 x 2.8 cm.<PERSON> 3+4=7, Tumor quantification approximately 20% of the prostate gland involved by carcinomaPathologic stage: pT2c, pNX, pMXHigh grade PIN notedSurgery was Nov. 27, 2012my next PSA and doctor visit will be in three months.Ed",1,0
I realize there are no cure alls out there believe me!,1,0
"After a visit with an oncologist, I was advised that I should have a bi-lateral mastectomy.",1,0
Impotence with hormone t sucks John,1,0
"They're still relatively small according to the doc (7 and 11 mm, which sounds huge to me), but it's gone beyond the point of watchful waiting.The silver lining in the cloud is that if the main area treated before looks under PET like it's still killed, surgery is now adjudged to be an option.",1,0
Bronchoscopy showed that the turmor had blocked off the bronchi into my left lung (which is collapsed).,1,0
The cancer showed to be contained in my breasts before the surgery.,1,0
We were told my precious father had lung cancer after a routine back surgery in June of 2008.,1,0
I eventually had to take morphine for it.,1,0
"I am off to breast clinic anyway this week so i will ask about my ""lumpy bit"", and <PERSON>, you are so right, choosing the word ""lump"" felt like i was asking for trouble..., this is all a huge learning curve, you think its all over when you finish chemo, but it isn't is it?, love to all <PERSON> x",1,0
I had no idea constipation could be so painful.,1,0
My husband is also a lot older then you (80 years) too old for surgery.,1,0
"Sometimes the conversation takes many differant directions but any time the subject of cancer or a question someone may have about treatment or cancer in general,it seems to get everyones attention.",1,0
So the first thing they did was put him on oxygen.,1,0
My eyebrows and eyelashes (as well as a lot else) fell out during chemo.,1,0
"I had CT scan last week, then a biopsy yesterday, pulmonologist finally confirmed lung cancer today 12/03.",1,0
"i am student at social work and i wpuld like to know more about lung cancer and mostly about your life before cancer.my father died of cancer and it would be so nice to talk more with ouy ,those who are interested in helping me.",1,0
I am so sorry to hear about your father.,1,0
This is not normal protocol for the most part..which is why you need to find out more.I lost a brother to a rare cancer three years ago.They did not do chemo because his had spread to so many parts of his body but he didn't know all the details himself about his own cancer and left it to his wife.She says today she wishes she would have at least gotten a second opinion.Miracles still happen.Don't give up without at least knowing all her options.Good luck..love and prayers.. jill,1,0
My thoughts and prayers to all of you.,1,0
I am so sorry that you are having to deal with these issues all over again.,1,0
The cancer was more invasive than expected.,1,0
"Hi,I'm sorry to hear about your dad.",1,0
I will find out when i start radiation on Tue.,1,0
after all I would feel pretty stupid if this was a big mess-up on thier part and I paid the price because they ( the surgen) gave me answers that made me feel all well and good.,1,0
"Thank you, once I have my cath removed and my post op follow up, we will be researching a support group to get more info from.",1,0
"Next day she was sent to emergency room, and never came home.",1,0
Especially after watching my husband suffer and die with tongue cancer.,1,0
Found out that the cancer was back and were in his lung and liver.,1,0
I am losing my words and thoughts and brain power.,1,0
"Then, the fluid on the lungs began giving her problems.",1,0
friend is in week 4 of chemo/radiation for lung cancer  her throat is closing up  drs stay they cant prevent it  where they are pointing the radiation is catching the  esophogus,1,0
My doctor when I have my gall bladder surgery insisted on giving me the stones.,1,0
but i can barely catch a full breath.,1,0
So sorry to hear about your friends problem.,1,0
I also have lymphedema in my left leg.,1,0
"Turned out to be a seizure caused by mets to brain, stage 4 lung cancer.",1,0
"I took the medication they recommended, but I was still terribly sick.",1,0
I still have a deeper pain in my right lower quadrant .,1,0
Also had fluid build-up in left lung they removed the whole right lung.,1,0
I use to have my kids follow me around our neighborhood in a car in case I couldn't make it home.,1,0
But I don't feel want to talk about this with them.,1,0
They are treating me for the most likely cancer.,1,0
"I had a small tumor and a lumpectomy, so, I can't help you inre to experience.",1,0
That's preety much the jift of it and my only problem is I can't stand seeing my wife suffer.,1,0
"Anyway, think it through carefully...
Best of luck to you all,
stayingcalm",1,0
My dad has cancer..he also stopped 6 years ago and we found out in June that he has lung cancer - stage4.,1,0
I have been battling Prostate Cancer for 13 long years.,1,0
"My first onc wanted me to do it every 2 weeks, but never told me why.",1,0
Thanks to all for your support and comments.,1,0
So I sufferd terrible last tx and I don't want to go back.,1,0
"It is what it is and I will deal with it good or bad...I am already compiling a list of calls mostly to <PERSON> to get my itinerary together for the next run........I will keep you informed as I go , and again, thank you both......<PERSON>",1,0
I deal with the same stuff--and I'm one year post treatment (Stage 3C invasive ductal ca with 10+ nodes).,1,0
"From what I heard so far, she had a 5cm tumor,now down to 4cm.branches wrapped around her lung and its stable.",1,0
Its so discouraging to learn that problems with my arm swelling and hurting will probably be on-going.,1,0
"I've been sick for more than a year, can't leave the house, can't drive, basically can't do anything without help.",1,0
does anyone know survival rate for adeno carsinoma non operable in lung kidney lmph nodes had radiation treatments an only 2 chemotherapy treatments,1,0
"just wondering did she receive any treatment has she survived with just smoking, i will never understand this disease I quit 23 years ago and I am 2 1/2 weeks out of surgery yet my husband keeps smoking you would think that after seeing what I have gone threw he would quit",1,0
"<PERSON>, I'm so sorry for what your experiencing.",1,0
I have been trying so hard to somehow continue to do normal things that we used to do before cancer came into our lives.,1,0
He knows it has to be his last week for a while.,1,0
So sorry <PERSON> for the loss of <PERSON>.,1,0
"I've taken on the responsibility of having a negative outlook, and trying to anticipate what will be needed in terms of care.",1,0
Then fill out the form on the Contact Page to get a free phone consultation with a board-certified radiation oncologist who can tell you precisely what your chances for cure are with a less-invasive radiation procedure that actually has superior overall cure rates than surgery.Best of luck to you.,1,0
"She has multi health issues, has been in poor health a long time.",1,0
My aunt was diagnosed with lung cancer.,1,0
"Natly ,
sending positive thoughts to Troy's way.",1,0
We were just told yesterday that it is in her lymph nodes in her throat.,1,0
"I've only known her for a year and a half since my hubby died, but just can't believe she's gone.",1,0
"I am NOT compliant...and so, the treatment didn't help much...",1,0
"I have one 6cm mass in my lower left lung and one, possibly 2, affected lymph nodes in the chest.",1,0
"I agree...I had Taxotere and Cytoxan....My first infusion was rough..and combined with the Nuelasta injection the next day, it's a double whammy with bone pain...I also had severe muscle spasms in my chest4 days later...had diarrhea, etc...but the rest of the infusions and Nuelasta didn't do this...the bone pain was reduced to an achy feeling...no taste buds for a week...I used a prescription called <PERSON>, so no mouth sores...I also rinsed my mouth sometimes with warm water and baking soda...",1,0
I did suggest a hard boiled egg each day and he thought that might be okay.,1,0
"This is what they call living with cancer/palliative treatment, I will never get rid of my cancer but they can make it dormit and stop if from growing or spreading for periods of time.",1,0
"Your family doctor is probably not equipped to address this and his knowledge of the latest research and options is likely to be limited, dated, or both.",1,0
"Talmidah,I'm sorry for your brothers diagnosis, and I think your frustation in in communicating your support.All of us who are diagnosed go through shock and have all those negative feeling during the first few months after diagnosis.We come to the reality that we are finite.",1,0
"She's been in the hospital, bad bout with chemo.",1,0
"I don't think I could have worked the week after chemo, but I am all alone in the office most days so I couldn't just up and leave if I felt ill or too tired to go on.",1,0
"Hey YTW,Thanks for the link.The article mentioned that aspirin can cause stomach problems (gastrointestinal bleeding) ... aspirin can also cause tinnitus (ringing in the ears) ... which I have.It was interesting that the researchers found that a particular gene changed its expression in cancers which spread, but not when the cancer did not spread (epigenetics); and that the gene is a link between a tumour's growth and the cellular pathway which can cause inflammation and dilation of vessels throughout the body.Well I'm off to gogggle more about aspirin (bloodthinners) and PCa.",1,0
I had surgery 3 months ago and am also experiencing terrible midriff pain and wearing a bra is very painful.,1,0
"My arms and legs are so sore and I'm so irritable, ready to bite anyone's head off.",1,0
I had lung surgry and lost the lower lobe of my left lung.,1,0
I again am so sorry for your loss.Samantha,1,0
"Hi everyone,
My mom finished radiation for her lung about 1.5 months ago.",1,0
He is a cancer patient first with laryngeal and then cancer at the cervical of his esophagus.,1,0
My son left home for college and I am all alone.,1,0
I was very sad to hear this news.,1,0
"He underwent 4 cycles of chemo - first 2 were cisplatin and etoposide, the last 2 were carboplatin and etoposide.",1,0
Now I am dealing with dad having Prostate Cancer.,1,0
"I may not make sense, but must try..I'm in hosp, just returned from surgery, and still ""under the influence"" from drugs, etc.",1,0
"I was taken off Casodex and in a matter of 4 to 5 weeks, PSA declined again and is now at 0.2 and has remained at that for the last 7 months.",1,0
"Kelly, so sorry to hear that <PERSON> ended up in the hospital but as Tina said, it's the best place for him right now.",1,0
I think unless you have <PERSON>ally experienced a life-threatening illness then it is difficult to truly understand what a cancer patient is going through.,1,0
I lost a brother to prostate cancer this last spring so this is all very real to me.,1,0
"The larger left lobe of my left lung was removed on April 8, 02.",1,0
"Hi danknj, Soooo sorry to hear of your experiences.",1,0
" Oh <PERSON>, I too am so so sorry to here of your loss, He sounds like he was a wonderful man, certainly loved by many, may <PERSON> bless you and help you and your family.",1,0
I know that having th long cut is more pain full and my heart goes out to you.,1,0
"Thank you for all the wonderful information..they have a biopsy booked and they keep saying givin my history they think it is lung cancer so maybe I will go for the biopsy,, my dr said to wait a month and would do a xray again and see if it has shrunk then proceed with biopsy if bigger or same...thank you again I kicked breast cancer I can do this lol",1,0
It hurts so much to see his body gets weaker and weaker everyday.,1,0
"I was Stage IIIA and they did operate on me taking the entire right lung out - when I went thru the 6 weeks of radiation, the rad onco said it was preventative - and it came back anyway.",1,0
It sounds like he's choking and I'm in tears.,1,0
The story about the 85 year old seems to re-inforce the do nothing approach for us 'over the hill guys'.,1,0
The fever would suggest infection of some sort.,1,0
"I am so sorry, and I feel like I know how you feel.",1,0
I think of him every day.,1,0
Like you I miss those who have left us.,1,0
So sorry to hear that you are still having problems.,1,0
The staging is confusing and difficult to read.,1,0
My son's best friend who is 25 has been diagnosed with stage 4 lung cancer.,1,0
"I TOLD HIM THIS WAS THE REASON I HAD SURGERY SO AS NOT TO DO THE SCANS , HE SAID HE 90% SURE HE GOT IT ( HE WAS AS I MENTION IN THE BEGINING IN THE HOSPITAL 95% SURE IT WAS OK) SO SEEMS LKE A LITTLE LESS SURE NOW BUT HE DID SAY THR RAD DR WHO PLACED THE CT GUILDED COIL WAS 99 % POSITIVE THAT HE GOT IT.",1,0
In a way I feel lucky because even though my condition is terminal at least I have some idea of what's ahead and how I'll die.,1,0
Its the kind of day where I cry every hour or so.,1,0
I'm not even sure that any of us can say anything at this point that will make your fears disappear.,1,0
"Although sometimes I feel like I need something stronger, but they do take the edge off the pain.",1,0
"So many of them didn’t know what hit them, so many did.",1,0
Very nervous and scared it's in the lymph nodes.,1,0
And this is a particularly invasive and aggressive type of cancer.,1,0
I am already tired and sick of them.,1,0
"When my nodules were checked, the thoracic surgeon ran many different tests even though the cells were cancer.",1,0
In May 2001 he decided that it wasn't worth it to feel so bad all the time.,1,0
How helpless you must feel and how scary for your kids and your wife.,1,0
"I am 11.5 years post Nerve-sparing RP, and the cancer has returned recently, but erections never, ever, did.Caveat Emptor!",1,0
"I am so sorry to hear he is going through this and my prayers are with him and your family, also.",1,0
"If any one has an address or email, I would like to send condolences to her children.",1,0
Giving him an infection where the left lung was and pneumonia in the right lung.,1,0
"I have Stage IV lung cancer, but what first got me to the doctor was back pain.",1,0
"Before, even tho they were XS, they were well contoured with my body.",1,0
My tech was very gentle ... but... it still hurt ...  :-)hugs.,1,0
"It was discovered after a motorcycle accident where I collided with the rear of a truck, totaling my bike.",1,0
There is no cure at this point and my psa is rising rapidly again but with a little pain med and plenty of rest I still work and play golf a couple times a week.,1,0
I know we will all miss her presence here and I am thinking of both her bological and internet families.,1,0
He's been through do much already.,1,0
I am sorry to hear about your dad's condition.,1,0
Some days my mind takes me right to the grave.,1,0
My Dad took Lupron shots with prostate cancer.,1,0
"Yes, it can be overwhelming, it IS overwhelming, especially when it seems that it never ends.",1,0
"We just lost my wife's college roommate and best friend for 35 years, kids involved there, also.",1,0
"Furthermore, only a small percentage of men diagnosed w/PCa and subsequently treated for it take the time to join CSN and even fewer post comments.",1,0
It is not common to do the test later but previous data on the patient's case can lead the surgeon to think it unnecessary.The first test is followed by a series of periodical tests 2 to 3 months apart for the first year post op.,1,0
"It was only after my 3rd ER room visit that I insisted the ER staff call him at 1:30 a.m. so he could witness me in full break out of hives with blood pressure of 218 over 132... did my doctor start to treat me like <PERSON>, and not another number or patient.Please let us know .. what you decide.<PERSON>",1,0
"Not to be rude but it seems as if people only offer support here if someone has cancer and after they die no one has nothing, no advice to offer?",1,0
