Sentence,Anger,Split
"Not that <PERSON> could really refuse, being half sedated and flat on her back.",1,2
"I have been trying to learn as much as possiable, options ideas...etc...",1,2
You don't need to make your exchange at the time of your exchange.,1,2
"As i will have alot of time, cuz i cant really sleep any signivacant amount of sleep.",1,2
We are the ones who pay the DRs.,1,2
Spent a week acting on what you all told me was right and still ended up doing his job.Now shes ok(girl's realy got a great outlook)and im just upset...she still wants to stay with him...i dont feel i can trust this man.Any comments?,1,2
Do not stop the HT medicine for it stop some of the food source.,1,2
The <PERSON> trial has worked well for others in your position.,1,2
"Hi <PERSON>, I also really hate, hate hate,  that you have to do chemo over again.",1,2
"By all means be healthy, but I don't think anyone should be blamed for getting cancer because of their life style choices.",1,2
"I have always been strong and  am a survivor, but even the strongest need support from time to time.",1,2
"Maybe he is just upset and cannot express it, or maybe he is just being a jerk.",1,2
"His last rad treatment was 10/5/11.My dad is so scared,angry,then quiet,what a terrible roller coaster.So then my dad will have to decide about chemo and what else, I dont know...this is hell.",1,2
She has small amount of tumor left that we hope radiation will kill.,1,2
"He was screaming and yelling at me.... <PERSON> it was my fault I had to stop working, because I got Cancer.......????????????",1,2
I couldn't stand how it made me feel.,1,2
