Sentence,Disgust,Split
"Your doctor found no cancer in the dissected nodes, which indicates a good diagnosis.Take care.",0,1
"he supported me during the surgeries, but left me the night after I left  the hospital after the surgery.",0,1
I had to have chemo first because the tumor had to be shrunk or I'd need skin grafts at surgery.,0,1
I am 30 and I certainly can't imagine what you are going through.,0,1
I had EBRT one year later.,0,1
"Try to take it hour by hour, or minute by minute.",0,1
My wife has lung cancer and is having a lot of trouble with the chemo.,0,1
"I just have a few ""stragglers"" under the affected arm; and no odor/sweat per se~ but I DID get a moustache in exchange.",1,1
I can't imagine what it was like when you got home ... and saw the blob on the couch ... waiting for you to get home and fix him dinner and take care of him.,1,1
"JRL, not sure how they can know exactly what it is without biopsy, and they usually don't biopsy until 1 cm.",1,1
It was a mistake I made due to my error of judgement and the doctor's desire to fatten his bank account.,1,1
 I had pain under my left breast( after bilateral mastectomy/TRAM reconstruction) and also in left armpit ((axillary node dissection).,1,1
They were going to do a lobectomy if the lymph nodes were clean.,1,1
Thoughts and prayers are with you for finding the best resources for your situation.,1,1
If these fads worked there would be no cancer.,1,1
"Sometimes we get a little opinionated as to whats the best treatment,often citing studies, doctors papers etc; to support our position This often leads to heated exchanges between members which frankly turns alot of people off.",1,1
We all know it's poison we take with the hope it kills the cancer befor it kills us.,1,1
I had 3 second opinions - one doctor felt I should do radiation but I chose not to.,1,1
I have had some trouble with my arms falling asleep easily and numbness on the tips of my fingers on one hand.,1,1
Seems to me that Urologists always want to cut.,1,1
"But, I don't like the fact that the chemo took something from me without me having a choice in the matter.",1,1
"Forget that I have always worked in steel mills all my adult life, NOOOOOO, they feel it had to come from smoking.",1,1
I had no idea constipation could be so painful.,1,1
It helped to be validated about the insensitive way my doctor and her staff is handling this.,1,1
I could not find more experienced surgeon in the group of urologist covered by my insurance.I took what was available because I wanted robotic surgery WHICH apparently was HUGE MISTAKE THAT PUT ME THRU VERY PAINFUL EXPERIENCE.Would never again choose robotic surgery.<PERSON>,1,1
I talked with my radiation doctor and he said it is important to eat well to help your skin and muscles to heal.,1,1
My eyebrows and eyelashes (as well as a lot else) fell out during chemo.,1,1
"truthfully, i do not know how my grandson still loves his grandpa some of the things that ""grandpa"" said to him were just awful.",1,1
"I have heard:
""Oh you must have the good kind of cancer""---didn't know there was a ""Good Kind"" can I trade my 2 aggressive breast cancers for that?",1,1
Very recently my breast turned very red and itchy which lasted ten days.,1,1
"!.I see their arguements as proof that man has descended from a higher specie in the animal kingdom (thesis originally postulated by the American philosopher, <PERSON>).",1,1
It's been hard to deal with but i have to remember he is in a  better place and not suffering.,1,1
"Bunny1,I have gotton a second opinion and that is for surgery since I am not a good candidate for radiation.",1,1
i am so sick of being sick and tired.,1,1
"Re the ""you look good"" comments turns out people were lying.",1,1
"I am so sorry, and I feel like I know how you feel.",1,1
Had a big leak after 4hrs of sleep.,1,1
I was basically forced fed because I didn't want ANYTHING.,1,1
I was told a week ago that I had a large mass in my left lung.,1,1
Wow thought this looked like a good place to get first hand experiences but guess I was wrong.,1,1
Some doctors would have immediately jumped to the conclusion that my cancer had spread and I needed chemo for stage 4 breast cancer.,1,1
I had been going bald or with my stubbles since day one when I was at home.,1,1
I could live with the E.D issue but the incontinence is a lifetime of wearing a diaper.,1,1
I actually pity them and feel sorry for them.,1,1
"I have started to get this nasty red, itchy rash all across my scar line, in my arm pits.",1,1
Good memory MyTurnNow.I have not dyed it since.I get alot of complements on my gray and black hair.If I do dye it I will wait till I loss 40 more lbs.That will be my goal weight.I will for sure go to a profectional.The Chemo does a job on our hair.,1,1
F.D.A should have banned cigs years ago then maybe I would not be in this situation to try mms.,1,1
"I was very ill because, as my oncologist put it ""your body does not like the treatment"".",1,1
Will the urologist wants to do a PC3 urine test before the T3 MRI: Apparently he has had better success getting the scan approved by insurance after the PC3...... My reading of the sensitivity and specificty of this test is that it really isn't that good.,1,1
"Sometimes, comments like this from the people within our own family are the very worst.OK, maybe a cancer patient enduring treatment doesn't ""look sick"" - so what?",1,1
I don't venture out into the bush (forest/nature) as much as I did as I'm afraid of running into mountain lions or grizzly.,1,1
It doesn't smell nice but it really worked for me.,1,1
there is quite a few treatments this site has quite a bit of info http://www.cancer.gov/cancertopics/pdq/treatment/non-small-cell-lung/patient/allpages,0,2
Erections are lasting between 1.5 - 2.5 hrs with dose of 0.1 ml  which is equal to 10 units.,0,2
"MTN I know you know, however I still want to say you've got my prayers, hugs and support.",0,2
My father has diagnosed the SCLC as well...he is 75 years old...his breath is weak and not advisable for chemo right now.,0,2
"It's OK to lean on us, so that we can help to hold you up, support you.",0,2
"that was wonderful, and your comments were even better.",0,2
"Nine years ago, at age 55 I was also diagnosed with stage 3b adenocarcinoma.",0,2
This is really very funny.,0,2
Comes in a bag that has 12 individual snacks inside.,0,2
"I have found so many wonderful, supportive and true warriors on this board.",0,2
"While I'm not normallyhypocondriac, I can't help but obsess about every little ache and pain.",0,2
After 38 radiation treatments and countless chemo treatments they can no longer find the cancer.,0,2
Hoping the <PERSON>'s can find the cause very quickly.,0,2
I had my left lung removed in May 2006.,0,2
All of my lab work and blood pressure is in the normal range.,0,2
I know the wonderful feeling of being done with chemo - it was the hardest thing i've done in my life.,0,2
So glad we all had time to be there with you today....we await results!,0,2
I have an appointment for an MRI brain scan on monday and that scares me a bit.,0,2
"Sorry I cannot remember, I gave my book to a friend who is battling this disease also.",0,2
"I was diagnosed back in Sept, so there hasn't been a rush -- I really want it to be over.",0,2
It is so good to follow our hearts and make our own choices.,0,2
Let the doc give her the knowledge.. and her te decision..... u r there for her... that is a lot.,0,2
<PERSON> has a 24 hour hotline that is answered by oncology nurses who can give you more info.,0,2
Lesley is finally home and the hospice nurse is great.,0,2
"Welcome, NJMom to this amazing site with its amazing members.",0,2
Also had fluid build-up in left lung they removed the whole right lung.,0,2
"Good Morning Joe, I hope all is well with you today!",0,2
Thanks SOOOOOOOO much everyone for your thoughts and prayers.,0,2
Hi everyone and I would like thank you all in advance for any input you guys have.,0,2
"No, it doesn't remind of prohibition for at least two reasons:(1) It's a lot harder to hide tobacco barns and fields than it is to hide a still;
(2) You can consume alcohol in moderation.",0,2
I hear that most men live a long and normal life.,0,2
Thank you so much <PERSON>!,0,2
I show no other signs of lung cancer other than the scans.,0,2
"From the moment you hear the words, ""breast cancer"" you are in a whirlwind of appointments, tests and procedures.",1,2
"I've been on it for about a year now, and off and on have extremely dry, flaky skin.",1,2
"Hey, lol, if I am going to pay for a meal I want to be able to taste it without the metal taste.Deb",1,2
"The circulation to my left arm was cut off, and it turned purple with gray spots.",1,2
"This was not a met and was squamous cell a smokers lung cancer, as I was a 35 year smoker until 5-4-09.",1,2
"You look at your body, and it just doesn't seem like it's you (know what I mean).",1,2
"When in fact, I needed to express all the feelings that were going on inside me, and boy did I have alot of different emotions going on at once.",1,2
"I hate knowing this, but the Original <PERSON> club was on from (gulp) 1955-1958....",1,2
I was diagnosed with stage 3 of an agressive form of prostate cancer.,1,2
"I watched my mother die of breast cancer, and I watched everyone tell her how she ought to look at it.",1,2
On <PERSON> I couldn't sleep either and the first sleeping pill I was given didn't do hardly anything other than the little time I did sleep I had violent/horrendous nightmares.,1,2
my hair totaly gone is driving me batty not pain just the itch,1,2
Now the cancer has spread to where it is lining the exterior half of his left lung.,1,2
"So far, I have had two fractures in my heels, making it difficult to walk.",1,2
These insurance companies should be ashamed of themselves.,1,2
I'm terrified of needles as long as they are not for me.,1,2
" I was diagnosed with sclc limited stage in 2003-my doctors recommended that I do the pci, for me, the decision wasn't hard to make since I already had the bladder cancer 2 years earlier.",1,2
Posting the same question twice is not considered good form on Forums such as this.,1,2
The treatment from my perspective is an overtreatment and what kind of doctor advertises on bill boards all over the South East and on the internet about their “guaranteed” treatment…Something to think about….,1,2
"I know this game, poor patients and their loved ones sit around looking scared out of their minds, body and souls ...",1,2
Not sure your moms age or health status prior to cancer and but they say that all plays into the outcome.,1,2
So to me it seems like a real crap shoot.,1,2
I signed my daughter up for softball to keep her busy which starts soon.,1,2
"I hate it, but I hate cancer more.",1,2
"However, I have insurance problems in that He is out of my network.Boy oh boy, what a mess.",1,2
"It really is a barbaric treatment, in my opinion.Good luck,<PERSON> :)",1,2
"Again, another waiting torture...   That has been my story since surgery...",1,2
I just feel as though we should be doing something rather than just waiting 3 months for another ct scan.,1,2
Congrats on completing your IMRT txs and welcome back!,1,2
These chalanges are more than a man can take sometimes.,1,2
Hospice around here prints out a booklet specifically on the events that happen near the end of life and how to make someone comfortable.,1,2
Wonder why he couldn't afford a better mug shot...er picture for his book.,1,2
I had my left breast removed and the left arm and hand is the worst.,1,2
